jobId,titre_canonique,pays_canonique,url_canonique,sources
cmtlvha330baf3nk5yqbojxds,Client Advisor | Opportunities across the Sydney Market,AU,https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/63117,"[{""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/63117"", ""jobId"": ""cmtlvha330baf3nk5yqbojxds"", ""title"": ""Client Advisor | Opportunities across the Sydney Market"", ""isActive"": true, ""postedAt"": null, ""sourceKey"": ""lvmh"", ""externalId"": ""63117"", ""lastSeenAt"": ""2026-09-07T22:28:39.922"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-02T13:13:22.023""}, {""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/62523"", ""jobId"": ""cmtlvha330baf3nk5yqbojxds"", ""title"": ""Senior Client Advisor | Full-time | Sydney Westfield"", ""isActive"": true, ""postedAt"": ""2026-01-20T05:58:11"", ""sourceKey"": ""tiffany-oracle"", ""externalId"": ""62523"", ""lastSeenAt"": ""2026-09-07T22:08:28.866"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-06T08:07:59.638""}]"
cmtk49xqh1p3cny2bp0frvoz1,Client Advisor- Waikiki,US,https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/63035,"[{""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/63035"", ""jobId"": ""cmtk49xqh1p3cny2bp0frvoz1"", ""title"": ""Client Advisor- Waikiki"", ""isActive"": true, ""postedAt"": null, ""sourceKey"": ""lvmh"", ""externalId"": ""63035"", ""lastSeenAt"": ""2026-09-07T22:28:40.677"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-02T13:13:23.466""}, {""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/63034"", ""jobId"": ""cmtk49xqh1p3cny2bp0frvoz1"", ""title"": ""Client Advisor- Ala Moana"", ""isActive"": true, ""postedAt"": ""2026-05-04T19:17:42"", ""sourceKey"": ""tiffany-oracle"", ""externalId"": ""63034"", ""lastSeenAt"": ""2026-09-07T22:08:29.41"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-06T08:08:01.001""}]"
cmtlvhcm50bbn3nk5tmqstsbr,Client Advisor- Ala Moana,US,https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/63034,"[{""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/63034"", ""jobId"": ""cmtlvhcm50bbn3nk5tmqstsbr"", ""title"": ""Client Advisor- Ala Moana"", ""isActive"": true, ""postedAt"": null, ""sourceKey"": ""lvmh"", ""externalId"": ""63034"", ""lastSeenAt"": ""2026-09-07T22:28:40.687"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-02T13:13:23.474""}, {""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/63035"", ""jobId"": ""cmtlvhcm50bbn3nk5tmqstsbr"", ""title"": ""Client Advisor- Waikiki"", ""isActive"": true, ""postedAt"": ""2026-05-04T19:21:23"", ""sourceKey"": ""tiffany-oracle"", ""externalId"": ""63035"", ""lastSeenAt"": ""2026-09-07T22:08:29.422"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-06T08:08:01.025""}]"
cmtlvh5y60b873nk5q6wj6jfs,Client Advisor (Part Time) - The Landmark,US,https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/63031,"[{""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/63031"", ""jobId"": ""cmtlvh5y60b873nk5q6wj6jfs"", ""title"": ""Client Advisor (Part Time) - The Landmark"", ""isActive"": true, ""postedAt"": null, ""sourceKey"": ""lvmh"", ""externalId"": ""63031"", ""lastSeenAt"": ""2026-09-07T22:28:40.699"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-02T13:13:23.51""}, {""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/60969"", ""jobId"": ""cmtlvh5y60b873nk5q6wj6jfs"", ""title"": ""Client Advisor-Rockefeller Center (Mandarin Speaker)"", ""isActive"": true, ""postedAt"": ""2026-05-28T17:14:42"", ""sourceKey"": ""tiffany-oracle"", ""externalId"": ""60969"", ""lastSeenAt"": ""2026-09-07T22:08:28.148"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-06T08:07:58.249""}]"
cmtlvh9ro0ba93nk5zogec5ef,"Client Advisor, Full-Time, Vancouver Burrard",CA,https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/61803,"[{""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/61803"", ""jobId"": ""cmtlvh9ro0ba93nk5zogec5ef"", ""title"": ""Client Advisor, Full-Time, Vancouver Burrard"", ""isActive"": true, ""postedAt"": null, ""sourceKey"": ""lvmh"", ""externalId"": ""61803"", ""lastSeenAt"": ""2026-09-07T22:28:41.536"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-02T13:13:24.721""}, {""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/60552"", ""jobId"": ""cmtlvh9ro0ba93nk5zogec5ef"", ""title"": ""Client Advisor, Full-Time, Vancouver Oakridge Park"", ""isActive"": true, ""postedAt"": ""2025-01-13T18:08:27"", ""sourceKey"": ""tiffany-oracle"", ""externalId"": ""60552"", ""lastSeenAt"": ""2026-09-07T22:08:28.095"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-06T08:07:58.131""}]"
cmtlvgaie0aqv3nk57apmube9,Banco de Talentos | Client Advisor São Paulo,BR,https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/62761,"[{""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/62761"", ""jobId"": ""cmtlvgaie0aqv3nk57apmube9"", ""title"": ""Banco de Talentos | Client Advisor São Paulo"", ""isActive"": true, ""postedAt"": null, ""sourceKey"": ""lvmh"", ""externalId"": ""62761"", ""lastSeenAt"": ""2026-09-07T22:28:41.995"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-02T13:13:25.559""}, {""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/63545"", ""jobId"": ""cmtlvgaie0aqv3nk57apmube9"", ""title"": ""Banco de Talentos | Client Advisor Cidade Jardim"", ""isActive"": true, ""postedAt"": ""2026-08-10T14:43:24"", ""sourceKey"": ""tiffany-oracle"", ""externalId"": ""63545"", ""lastSeenAt"": ""2026-09-07T22:08:30.795"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-06T08:08:04.148""}]"
cmtk49rid1nqvny2bw7hzxast,Client Advisor-Rockefeller Center,US,https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/58927,"[{""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/58927"", ""jobId"": ""cmtk49rid1nqvny2bw7hzxast"", ""title"": ""Client Advisor-Rockefeller Center"", ""isActive"": true, ""postedAt"": null, ""sourceKey"": ""lvmh"", ""externalId"": ""58927"", ""lastSeenAt"": ""2026-09-07T22:28:36.258"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-02T13:13:15.397""}, {""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/63031"", ""jobId"": ""cmtk49rid1nqvny2bw7hzxast"", ""title"": ""Client Advisor (Part Time) - The Landmark"", ""isActive"": true, ""postedAt"": ""2026-05-04T15:36:55"", ""sourceKey"": ""tiffany-oracle"", ""externalId"": ""63031"", ""lastSeenAt"": ""2026-09-07T22:08:29.395"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-06T08:08:00.976""}]"
cmtlvg3rp0an73nk5tukp9xq9,PT Client Advisor - Coral Gables,US,https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/62701,"[{""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/62701"", ""jobId"": ""cmtlvg3rp0an73nk5tukp9xq9"", ""title"": ""PT Client Advisor - Coral Gables"", ""isActive"": true, ""postedAt"": null, ""sourceKey"": ""lvmh"", ""externalId"": ""62701"", ""lastSeenAt"": ""2026-09-07T22:28:42.246"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-02T13:13:26.082""}, {""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/63572"", ""jobId"": ""cmtlvg3rp0an73nk5tukp9xq9"", ""title"": ""Client Advisor - Coral Gables"", ""isActive"": true, ""postedAt"": ""2026-08-14T21:01:44"", ""sourceKey"": ""tiffany-oracle"", ""externalId"": ""63572"", ""lastSeenAt"": ""2026-09-07T22:08:30.942"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-06T08:08:04.505""}]"
cmtlvgh440au73nk5k0cck4sj,"Client Advisor- La Jolla, UTC",US,https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/61360,"[{""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/61360"", ""jobId"": ""cmtlvgh440au73nk5k0cck4sj"", ""title"": ""Client Advisor- La Jolla, UTC"", ""isActive"": true, ""postedAt"": null, ""sourceKey"": ""lvmh"", ""externalId"": ""61360"", ""lastSeenAt"": ""2026-09-07T22:28:44.249"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-02T13:13:29.388""}, {""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/62587"", ""jobId"": ""cmtlvgh440au73nk5k0cck4sj"", ""title"": ""Client Advisor - Fashion Valley, San Diego"", ""isActive"": true, ""postedAt"": ""2026-07-28T22:27:25"", ""sourceKey"": ""tiffany-oracle"", ""externalId"": ""62587"", ""lastSeenAt"": ""2026-09-07T22:08:28.889"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-06T08:07:59.687""}]"
cmtk492d21i3iny2byrmg9jrx,Client Advisor - Coral Gables,US,https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/63572,"[{""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/63572"", ""jobId"": ""cmtk492d21i3iny2byrmg9jrx"", ""title"": ""Client Advisor - Coral Gables"", ""isActive"": true, ""postedAt"": null, ""sourceKey"": ""lvmh"", ""externalId"": ""63572"", ""lastSeenAt"": ""2026-09-07T22:28:16.7"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-02T13:12:42.807""}, {""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/62701"", ""jobId"": ""cmtk492d21i3iny2byrmg9jrx"", ""title"": ""PT Client Advisor - Coral Gables"", ""isActive"": true, ""postedAt"": ""2026-02-24T18:08:18"", ""sourceKey"": ""tiffany-oracle"", ""externalId"": ""62701"", ""lastSeenAt"": ""2026-09-07T22:08:28.966"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-06T08:07:59.882""}]"
cmtlvfv6a0ait3nk52gukokwf,"Client Advisor Contact Centre, Full-Time, Toronto Bloor Street",CA,https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/63537,"[{""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/63537"", ""jobId"": ""cmtlvfv6a0ait3nk52gukokwf"", ""title"": ""Client Advisor Contact Centre, Full-Time, Toronto Bloor Street"", ""isActive"": true, ""postedAt"": null, ""sourceKey"": ""lvmh"", ""externalId"": ""63537"", ""lastSeenAt"": ""2026-09-07T22:28:22.437"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-02T13:12:49.064""}, {""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/62928"", ""jobId"": ""cmtlvfv6a0ait3nk52gukokwf"", ""title"": ""Client Advisor, Full-Time, Yorkdale"", ""isActive"": true, ""postedAt"": ""2026-08-20T15:03:06"", ""sourceKey"": ""tiffany-oracle"", ""externalId"": ""62928"", ""lastSeenAt"": ""2026-09-07T22:08:29.3"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-06T08:08:00.709""}]"
cmtlvg9qu0aqh3nk57vy2ugoc,"Client Advisor-Full Time-Natick, MA",US,https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/63351,"[{""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/63351"", ""jobId"": ""cmtlvg9qu0aqh3nk57vy2ugoc"", ""title"": ""Client Advisor-Full Time-Natick, MA"", ""isActive"": true, ""postedAt"": null, ""sourceKey"": ""lvmh"", ""externalId"": ""63351"", ""lastSeenAt"": ""2026-09-07T22:28:35.897"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-02T13:13:14.647""}, {""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/61315"", ""jobId"": ""cmtlvg9qu0aqh3nk57vy2ugoc"", ""title"": ""Client Advisor-Mandarin Speaker-Natick"", ""isActive"": true, ""postedAt"": ""2026-08-11T14:33:10"", ""sourceKey"": ""tiffany-oracle"", ""externalId"": ""61315"", ""lastSeenAt"": ""2026-09-07T22:08:28.213"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-06T08:07:58.407""}]"
cmtlvh9yx0bad3nk58pqx1nzc,"Client Advisor, Full-Time, Vancouver Oakridge Park",CA,https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/60552,"[{""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/60552"", ""jobId"": ""cmtlvh9yx0bad3nk58pqx1nzc"", ""title"": ""Client Advisor, Full-Time, Vancouver Oakridge Park"", ""isActive"": true, ""postedAt"": null, ""sourceKey"": ""lvmh"", ""externalId"": ""60552"", ""lastSeenAt"": ""2026-09-07T22:28:46.478"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-02T13:13:34.416""}, {""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/62492"", ""jobId"": ""cmtlvh9yx0bad3nk58pqx1nzc"", ""title"": ""Client Advisor, Part-Time, Vancouver Oakridge Park"", ""isActive"": true, ""postedAt"": ""2026-01-13T19:58:14"", ""sourceKey"": ""tiffany-oracle"", ""externalId"": ""62492"", ""lastSeenAt"": ""2026-09-07T22:08:28.815"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-06T08:07:59.535""}]"
cmtlvf8sx0a733nk5bcckz75k,"Client Advisor, Contact Center Night Shift (Temp to Perm)",US,https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/61893,"[{""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/63713"", ""jobId"": ""cmtlvf8sx0a733nk5bcckz75k"", ""title"": ""Client Advisor, Contact Center - Seasonal"", ""isActive"": true, ""postedAt"": ""2026-08-28T23:42:08"", ""sourceKey"": ""tiffany-oracle"", ""externalId"": ""63713"", ""lastSeenAt"": ""2026-09-07T22:08:27.823"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-06T08:07:57.514""}, {""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/61893"", ""jobId"": ""cmtlvf8sx0a733nk5bcckz75k"", ""title"": ""Client Advisor, Contact Center Night Shift (Temp to Perm)"", ""isActive"": true, ""postedAt"": null, ""sourceKey"": ""lvmh"", ""externalId"": ""61893"", ""lastSeenAt"": ""2026-09-07T22:28:44.767"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-02T13:13:30.441""}]"
cmtlvh3o40b713nk58vit5saa,障がい者採用（オフィス勤務）,JP,https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/63253,"[{""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/58047"", ""jobId"": ""cmtlvh3o40b713nk58vit5saa"", ""title"": ""クライアントアドバイザー（新潟伊勢丹）"", ""isActive"": true, ""postedAt"": ""2023-10-20T02:23:29"", ""sourceKey"": ""tiffany-oracle"", ""externalId"": ""58047"", ""lastSeenAt"": ""2026-09-07T22:08:27.899"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-06T08:07:57.655""}, {""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/63253"", ""jobId"": ""cmtlvh3o40b713nk58vit5saa"", ""title"": ""障がい者採用（オフィス勤務）"", ""isActive"": true, ""postedAt"": null, ""sourceKey"": ""lvmh"", ""externalId"": ""63253"", ""lastSeenAt"": ""2026-09-07T22:28:34.034"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-02T13:13:10.291""}]"
cmtlvh5qk0b833nk5m6h0ipy0,Client Advisor-Manhasset,US,https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/59606,"[{""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/58927"", ""jobId"": ""cmtlvh5qk0b833nk5m6h0ipy0"", ""title"": ""Client Advisor-Rockefeller Center"", ""isActive"": true, ""postedAt"": ""2026-06-26T15:39:35"", ""sourceKey"": ""tiffany-oracle"", ""externalId"": ""58927"", ""lastSeenAt"": ""2026-09-07T22:08:27.941"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-06T08:07:57.811""}, {""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/59606"", ""jobId"": ""cmtlvh5qk0b833nk5m6h0ipy0"", ""title"": ""Client Advisor-Manhasset"", ""isActive"": true, ""postedAt"": null, ""sourceKey"": ""lvmh"", ""externalId"": ""59606"", ""lastSeenAt"": ""2026-09-07T22:28:39.239"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-02T13:13:20.918""}]"
cmtk494sb1itsny2bftull717,Client Advisor-Mandarin Speaker-Natick,US,https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/61315,"[{""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/63351"", ""jobId"": ""cmtk494sb1itsny2bftull717"", ""title"": ""Client Advisor-Full Time-Natick, MA"", ""isActive"": true, ""postedAt"": ""2026-07-01T11:50:37"", ""sourceKey"": ""tiffany-oracle"", ""externalId"": ""63351"", ""lastSeenAt"": ""2026-09-07T22:08:29.964"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-06T08:08:02.205""}, {""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/61315"", ""jobId"": ""cmtk494sb1itsny2bftull717"", ""title"": ""Client Advisor-Mandarin Speaker-Natick"", ""isActive"": true, ""postedAt"": null, ""sourceKey"": ""lvmh"", ""externalId"": ""61315"", ""lastSeenAt"": ""2026-09-07T22:28:20.132"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-02T13:12:45.947""}]"
cmtlvhakk0ban3nk5o13xs46m,Client Advisor - White Plains,US,https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/61466,"[{""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/61466"", ""jobId"": ""cmtlvhakk0ban3nk5o13xs46m"", ""title"": ""Client Advisor - White Plains"", ""isActive"": true, ""postedAt"": null, ""sourceKey"": ""lvmh"", ""externalId"": ""61466"", ""lastSeenAt"": ""2026-09-07T22:28:39.118"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-02T13:13:20.758""}, {""url"": ""https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/63208"", ""jobId"": ""cmtlvhakk0ban3nk5o13xs46m"", ""title"": ""Client Advisor - White Plains (Spanish Speaker)"", ""isActive"": true, ""postedAt"": ""2026-06-04T15:19:17"", ""sourceKey"": ""tiffany-oracle"", ""externalId"": ""63208"", ""lastSeenAt"": ""2026-09-07T22:08:29.646"", ""sourceTier"": ""EMPLOYER_DIRECT"", ""firstSeenAt"": ""2026-09-06T08:08:01.512""}]"
