externalId;title;department;city;country;verdict;basis;divisionsNamed;siteHint;beautyEvidence;pharmaEvidence;pageUrl
"1428910733";"Continuous Improvement Engineer Co-Op";"";"Mukwonago";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"CLOSURES+PHARMA";"";"";"https://jobs.aptar.com/job/Mukwonago-Continuous-Improvement-Engineer-Co-Op-WI-53149/1428910733/"
"1431890933";"Contrôleur de Gestion Ventes & Projets H/F";"";"Rueil-Malmaison";"FR";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"BEAUTY+PHARMA";"";"";"https://jobs.aptar.com/job/Rueil-Malmaison-Contr%C3%B4leur-de-Gestion-Ventes-&amp;-Projets-HF-92-92500/1431890933/"
"1425977633";"Coordinateur Technique d'UP Moulage Ebarbage H/F";"";"Brecey";"FR";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"PHARMA";"";"";"https://jobs.aptar.com/job/Brecey-Coordinateur-Technique-d&amp;apos;UP-Moulage-Ebarbage-HF-50-50370/1425977633/"
"1425977933";"Coordinateur Technique Utilités H/F";"";"Brecey";"FR";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"PHARMA";"";"";"https://jobs.aptar.com/job/Brecey-Coordinateur-Technique-Utilit%C3%A9s-HF-50-50370/1425977933/"
"1424366033";"Customer Service Representative (EMEA Sample Center) (m/w/d)";"";"Freyung";"DE";"OUT_OTHER_SEGMENT";"division Closures / Food+Beverage nommée";"CLOSURES";"CLOSURES";"";"";"https://jobs.aptar.com/job/Freyung-Customer-Service-Representative-%28EMEA-Sample-Center%29-%28mwd%29-BY-94078/1424366033/"
"1371610633";"Customer Service Specialist";"";"Congers";"US";"OUT_PHARMA_ONLY";"division Pharma nommée dans le texte";"PHARMA";"PHARMA";"";"US and not require sponsorship. Improving Health through Science and Technology! At Aptar Pharma , we specialize in Drug Delivery offering Innovative Devices, Services and Solutions focu";"https://jobs.aptar.com/job/Congers-Customer-Service-Specialist-NY-10920/1371610633/"
"1384798933";"Data Steward - Financial Data, GMDG";"";"Ceske Budejovice";"CZ";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"";"";"";"https://jobs.aptar.com/job/Ceske-Budejovice-Data-Steward-Financial-Data%2C-GMDG-Jiho-37001/1384798933/"
"1420289833";"Deputy APU Supervisor (m/w/d)";"";"Dortmund";"DE";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"";"";"";"https://jobs.aptar.com/job/Dortmund-Deputy-APU-Supervisor-%28mwd%29-NW-44319/1420289833/"
"1409626833";"Director, Purchasing NA";"";"Mukwonago";"US";"OUT_PHARMA_ONLY";"division Pharma nommée dans le texte";"PHARMA";"CLOSURES+PHARMA";"";"h and homes of millions of patients and consumers around the world. Our innovations nasal drug delivery for emergency medicines, precise fragrance applications, mess-free ketchup dispensing for";"https://jobs.aptar.com/job/Mukwonago-Director%2C-Purchasing-NA-WI-53149/1409626833/"
"1435410833";"Director, Strategy, Market Intelligence & Business Development";"";"Rueil-Malmaison";"FR";"OUT_PHARMA_ONLY";"division Pharma nommée dans le texte";"PHARMA";"BEAUTY+PHARMA";"";"6% of the Group’s net sales and 69% of its’ adjusted Ebitda. Pharma mainly supplies nasal drug delivery spray pumps, metered dose inhalers valves, elastomeric injectables components, and digita";"https://jobs.aptar.com/job/Rueil-Malmaison-Director%2C-Strategy%2C-Market-Intelligence-&amp;-Business-Development-92-92500/1435410833/"
"1425032033";"Duales Studium: BWL - Industrial Business Management (B.A.) (m/w/d)";"";"Radolfzell";"DE";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"";"";"";"https://jobs.aptar.com/job/Radolfzell-Duales-Studium-BWL-Industrial-Business-Management-%28B_A_%29-%28mwd%29-BW-78315/1425032033/"
"1424836533";"Duales Studium: Lebensmittel und Verpackungstechnologie (B.Eng.) (m/w/d)";"";"Radolfzell";"DE";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"";"";"";"https://jobs.aptar.com/job/Radolfzell-Duales-Studium-Lebensmittel-und-Verpackungstechnologie-%28B_Eng_%29-%28mwd%29-BW-78315/1424836533/"
"1425032533";"Duales Studium: Maschinenbau - Produktionstechnik (m/w/d)";"";"Radolfzell";"DE";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"";"";"";"https://jobs.aptar.com/job/Radolfzell-Duales-Studium-Maschinenbau-Produktionstechnik-%28mwd%29-BW-78315/1425032533/"
"1424836233";"Duales Studium: Wirtschaftsinformatik - Business Engineering (B.Sc.) (m/w/d)";"";"Radolfzell";"DE";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"";"";"";"https://jobs.aptar.com/job/Radolfzell-Duales-Studium-Wirtschaftsinformatik-Business-Engineering-%28B_Sc_%29-%28mwd%29-BW-78315/1424836233/"
"1424836433";"Duales Studium: Wirtschaftsingenieurwesen - Maschinenbau (B.Eng.) (m/w/d)";"";"Radolfzell";"DE";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"";"";"";"https://jobs.aptar.com/job/Radolfzell-Duales-Studium-Wirtschaftsingenieurwesen-Maschinenbau-%28B_Eng_%29-%28mwd%29-BW-78315/1424836433/"
"1405021433";"EHS Manager";"";"Lincolnton";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"CLOSURES";"";"";"https://jobs.aptar.com/job/Lincolnton-EHS-Manager-NC-28092/1405021433/"
"1404204133";"Einrichter Dekorationsmaschinen (m/w/d)";"";"Villingen-Schwenningen";"DE";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"";"";"";"https://jobs.aptar.com/job/Villingen-Schwenningen-Einrichter-Dekorationsmaschinen-%28mwd%29-BW-78052/1404204133/"
"1426375033";"Einrichter Montagemaschinen (m/w/d)";"";"Villingen-Schwenningen";"DE";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"";"";"";"https://jobs.aptar.com/job/Villingen-Schwenningen-Einrichter-Montagemaschinen-%28mwd%29-BW-78052/1426375033/"
"1413716233";"Einrichter Spritzerei (m/w/d)";"";"Villingen-Schwenningen";"DE";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"";"";"";"https://jobs.aptar.com/job/Villingen-Schwenningen-Einrichter-Spritzerei-%28mwd%29-BW-78052/1413716233/"
"1393628133";"Electrical Maintenance";"";"Ckyne";"CZ";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"";"";"";"https://jobs.aptar.com/job/Ckyne-Electrical-Maintenance-Jiho-38481/1393628133/"
"1433765733";"Electromécanicien";"";"Chavanod";"FR";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"";"";"";"https://jobs.aptar.com/job/Chavanod-Electrom%C3%A9canicien-74-74650/1433765733/"
"1255154001";"Elektroniker Betriebstechnik (m/w/d)";"";"Freyung";"DE";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"CLOSURES";"";"";"https://jobs.aptar.com/job/Freyung-Elektroniker-Betriebstechnik-%28mwd%29-BY-94078/1255154001/"
"1434444533";"Employee of Master Data Management (m/w/d)";"";"Dortmund";"DE";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"";"";"";"https://jobs.aptar.com/job/Dortmund-Employee-of-Master-Data-Management-%28mwd%29-NW-44319/1434444533/"
"1423883233";"Energiemanager und Umweltbeauftragter (m/w/d)";"";"Freyung";"DE";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"CLOSURES";"";"";"https://jobs.aptar.com/job/Freyung-Energiemanager-und-Umweltbeauftragter-%28mwd%29-BY-94078/1423883233/"
"1205556701";"Engineering & Project Manager";"";"Bh";"BH";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"";"";"";"https://jobs.aptar.com/job/Engineering-&amp;-Project-Manager/1205556701/"
"1285851201";"Engineering Technician";"";"Eatontown";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"";"";"";"https://jobs.aptar.com/job/Eatontown-Engineering-Technician-NJ-07724/1285851201/"
"1427060733";"Engineer, Operational Excellence & Continuous Improvement";"";"Cary";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"BEAUTY+PHARMA";"";"";"https://jobs.aptar.com/job/Cary-Engineer%2C-Operational-Excellence-&amp;-Continuous-Improvement-IL-60013/1427060733/"
"1434997933";"Executive Assistant";"";"Mukwonago";"US";"OUT_PHARMA_ONLY";"division Pharma nommée dans le texte";"PHARMA";"CLOSURES+PHARMA";"";"h and homes of millions of patients and consumers around the world. Our innovations nasal drug delivery for emergency medicines, precise fragrance applications, mess-free ketchup dispensing for";"https://jobs.aptar.com/job/Mukwonago-Executive-Assistant-WI-53149/1434997933/"
"1395502333";"Experte für chemische und mikrobiologische Produktintegrität (m/w/d)";"";"Eigeltingen";"DE";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"PHARMA";"";"";"https://jobs.aptar.com/job/Eigeltingen-Experte-f%C3%BCr-chemische-und-mikrobiologische-Produktintegrit%C3%A4t-%28mwd%29-BW-78253/1395502333/"
"1426559533";"Extrusion Operator";"";"Auburn";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"PHARMA";"";"";"https://jobs.aptar.com/job/Auburn-Extrusion-Operator-AL-36832/1426559533/"
"1424002333";"Film Conversion Operator";"";"Auburn";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"PHARMA";"";"";"https://jobs.aptar.com/job/Auburn-Film-Conversion-Operator-AL-36832/1424002333/"
"1423939333";"Film Conversion Operator";"";"Auburn";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"PHARMA";"";"";"https://jobs.aptar.com/job/Auburn-Film-Conversion-Operator-AL-36832/1423939333/"
"1427040033";"Film Quality Engineer III";"";"Auburn";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"PHARMA";"";"";"https://jobs.aptar.com/job/Auburn-Film-Quality-Engineer-III-AL-36832/1427040033/"
"1429219433";"Film Quality Technician";"";"Auburn";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"PHARMA";"";"";"https://jobs.aptar.com/job/Auburn-Film-Quality-Technician-AL-36832/1429219433/"
"1399865133";"Film Quality Technician";"";"Auburn";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"PHARMA";"";"";"https://jobs.aptar.com/job/Auburn-Film-Quality-Technician-AL-36832/1399865133/"
"1435450133";"Formulation & Manufacturing Chemist I";"";"Boonton";"US";"OUT_PHARMA_ONLY";"division Pharma nommée dans le texte";"PHARMA";"PHARMA";"";"mulation & Manufacturing Chemist I Improving Health through Science and Technology! At Aptar Pharma , we specialize in Drug Delivery offering Innovative Devices, Services and Solutions focu";"https://jobs.aptar.com/job/Boonton-Formulation-&amp;-Manufacturing-Chemist-I-NJ-0700/1435450133/"
"1392023833";"FusionPKG Manager of Packaging Quality & Regulatory";"";"Dallas";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"";"";"";"https://jobs.aptar.com/job/Dallas-FusionPKG-Manager-of-Packaging-Quality-&amp;-Regulatory-TX-75235/1392023833/"
"1404815133";"FusionPKG Product Execution Specialist";"";"Dallas";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"";"";"";"https://jobs.aptar.com/job/Dallas-FusionPKG-Product-Execution-Specialist-TX-75235/1404815133/"
"1391647633";"Global Automation Engineering Manager - Closures";"";"San Giovanni Teatino";"IT";"OUT_PHARMA_ONLY";"division Pharma nommée dans le texte";"PHARMA";"PHARMA";"";"e Company: Aptar (NYSE: ATR) develops and manufactures consumer dispensing systems and drug delivery solutions (USD3.5Bn revenue, 13,000 employees worldwide). Aptar organization consists in";"https://jobs.aptar.com/job/San-Giovanni-Teatino-Global-Automation-Engineering-Manager-Closures-CH-66020/1391647633/"
"1423165833";"Global Trade Compliance Intern";"";"Crystal Lake";"US";"OUT_PHARMA_ONLY";"division Pharma nommée dans le texte";"PHARMA";"PHARMA";"";"h and homes of millions of patients and consumers around the world. Our innovations nasal drug delivery for emergency medicines, precise fragrance applications, mess-free ketchup dispensing for";"https://jobs.aptar.com/job/Crystal-Lake-Global-Trade-Compliance-Intern-IL-60014/1423165833/"
"1276751001";"Hausmeister (m/w/d)";"";"Villingen-Schwenningen";"DE";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"";"";"";"https://jobs.aptar.com/job/Villingen-Schwenningen-Hausmeister-%28mwd%29-BW-78052/1276751001/"
"1435367733";"HRBP Administrator H/F";"";"Rueil-Malmaison";"FR";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"BEAUTY+PHARMA";"";"";"https://jobs.aptar.com/job/Rueil-Malmaison-HRBP-Administrator-HF-92-92500/1435367733/"
"1405768533";"HR Business Partner";"";"Cary";"US";"OUT_PHARMA_ONLY";"division Pharma nommée dans le texte";"PHARMA";"BEAUTY+PHARMA";"";"h and homes of millions of patients and consumers around the world. Our innovations nasal drug delivery for emergency medicines, precise fragrance applications, mess-free ketchup dispensing for";"https://jobs.aptar.com/job/Cary-HR-Business-Partner-IL-60013/1405768533/"
"1405768633";"HR Generalist";"";"Cary";"US";"OUT_PHARMA_ONLY";"division Pharma nommée dans le texte";"PHARMA";"BEAUTY+PHARMA";"";"h and homes of millions of patients and consumers around the world. Our innovations nasal drug delivery for emergency medicines, precise fragrance applications, mess-free ketchup dispensing for";"https://jobs.aptar.com/job/Cary-HR-Generalist-IL-60013/1405768633/"
"1365533633";"Industrial Engineer Co-Op";"";"Mukwonago";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"CLOSURES+PHARMA";"";"";"https://jobs.aptar.com/job/Mukwonago-Industrial-Engineer-Co-Op-WI-53149/1365533633/"
"1281096001";"Industrialization Engineer";"";"El Marques Queretaro";"MX";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"";"";"";"https://jobs.aptar.com/job/El-Marques-Queretaro-Industrialization-Engineer-Quer-76246/1281096001/"
"994593001";"Initiativbewerbung Gewerblich/ Technisch (m/w/d)";"";"Eigeltingen";"DE";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"PHARMA";"";"";"https://jobs.aptar.com/job/Eigeltingen-Initiativbewerbung-Gewerblich-Technisch-%28mwd%29-BW-78253/994593001/"
"994592701";"Initiativbewerbung Kaufmännisch (m/w/d)";"";"Eigeltingen";"DE";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"PHARMA";"";"";"https://jobs.aptar.com/job/Eigeltingen-Initiativbewerbung-Kaufm%C3%A4nnisch-%28mwd%29-BW-78253/994592701/"
"1280713701";"Injection Molding Technician II";"";"Eatontown";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"";"";"";"https://jobs.aptar.com/job/Eatontown-Injection-Molding-Technician-II-NJ-07724/1280713701/"
"1431204133";"Inside Sales Representative Rx";"";"Congers";"US";"OUT_PHARMA_ONLY";"division Pharma nommée dans le texte";"PHARMA";"PHARMA";"";"US and not require sponsorship. Improving Health through Science and Technology! At Aptar Pharma , we specialize in Drug Delivery offering Innovative Devices, Services and Solutions focu";"https://jobs.aptar.com/job/Congers-Inside-Sales-Representative-Rx-NY-10920/1431204133/"
"1410567233";"Inspector";"";"Mukwonago";"US";"OUT_PHARMA_ONLY";"division Pharma nommée dans le texte";"PHARMA";"CLOSURES+PHARMA";"";"h and homes of millions of patients and consumers around the world. Our innovations nasal drug delivery for emergency medicines, precise fragrance applications, mess-free ketchup dispensing for";"https://jobs.aptar.com/job/Mukwonago-Inspector-WI-53149/1410567233/"
"1429973833";"Internship, Application Reliability Junior Engineer";"";"San Giovanni Teatino";"IT";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"PHARMA";"";"";"https://jobs.aptar.com/job/San-Giovanni-Teatino-Internship%2C-Application-Reliability-Junior-Engineer-CH-66020/1429973833/"
"1429751033";"Internship, IS HR Systems support";"";"San Giovanni Teatino";"IT";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"PHARMA";"";"";"https://jobs.aptar.com/job/San-Giovanni-Teatino-Internship%2C-IS-HR-Systems-support-CH-66020/1429751033/"
"1413502933";"IP Legal Attorney";"";"Crystal Lake";"US";"OUT_PHARMA_ONLY";"division Pharma nommée dans le texte";"PHARMA";"PHARMA";"";"h and homes of millions of patients and consumers around the world. Our innovations nasal drug delivery for emergency medicines, precise fragrance applications, mess-free ketchup dispensing for";"https://jobs.aptar.com/job/Crystal-Lake-IP-Legal-Attorney-IL-60014/1413502933/"
"1418869833";"IP Paralegal";"";"Crystal Lake";"US";"OUT_PHARMA_ONLY";"division Pharma nommée dans le texte";"PHARMA";"PHARMA";"";"h and homes of millions of patients and consumers around the world. Our innovations nasal drug delivery for emergency medicines, precise fragrance applications, mess-free ketchup dispensing for";"https://jobs.aptar.com/job/Crystal-Lake-IP-Paralegal-IL-60014/1418869833/"
"1413503133";"IP Senior Legal Attorney";"";"Crystal Lake";"US";"OUT_PHARMA_ONLY";"division Pharma nommée dans le texte";"PHARMA";"PHARMA";"";"h and homes of millions of patients and consumers around the world. Our innovations nasal drug delivery for emergency medicines, precise fragrance applications, mess-free ketchup dispensing for";"https://jobs.aptar.com/job/Crystal-Lake-IP-Senior-Legal-Attorney-IL-60014/1413503133/"
"1429084633";"Key Account Manager Closures";"";"Manoppello Scalo";"IT";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"";"";"";"https://jobs.aptar.com/job/Torello-Key-Account-Manager-Closures-B-08570/1429084633/"
"1433003833";"Laboratory Technician";"";"Cwmbran";"GB";"OUT_PHARMA_ONLY";"division Pharma nommée dans le texte";"PHARMA";"PHARMA";"";"Job Opportunity – Laboratory Technician Who we are Nanopharm, an Aptar Pharma Company, is a world leading specialist contract research and development organization off";"https://jobs.aptar.com/job/Cwmbran-Laboratory-Technician-Wale-NP44-3WY/1433003833/"
"1418259533";"Leader Excellence Opérationnelle Site H/F";"";"Brecey";"FR";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"PHARMA";"";"";"https://jobs.aptar.com/job/Brecey-Leader-Excellence-Op%C3%A9rationnelle-Site-HF-50-50370/1418259533/"
"1425977033";"Leader Process Mélange H/F";"";"Brecey";"FR";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"PHARMA";"";"";"https://jobs.aptar.com/job/Brecey-Leader-Process-M%C3%A9lange-HF-50-50370/1425977033/"
"1407149333";"Lead Toolroom Technician";"";"Cary";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"BEAUTY+PHARMA";"";"";"https://jobs.aptar.com/job/Cary-Lead-Toolroom-Technician-IL-60013/1407149333/"
"1434270833";"Light Setter (m/w/d)";"";"Dortmund";"DE";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"";"";"";"https://jobs.aptar.com/job/Dortmund-Light-Setter-%28mwd%29-NW-44319/1434270833/"
"982274601";"Machine Maintenance Mechanic (Day and Night Shift)";"";"Mukwonago";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"CLOSURES+PHARMA";"";"";"https://jobs.aptar.com/job/Mukwonago-Machine-Maintenance-Mechanic-%28Day-and-Night-Shift%29-WI-53149/982274601/"
"1383345033";"Machine Operator - Build a Manufacturing Career | 2 2 3 Schedule | $3K Bonus";"";"Mukwonago";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"CLOSURES+PHARMA";"";"";"https://jobs.aptar.com/job/Mukwonago-Machine-Operator-Build-a-Manufacturing-Career-2-2-3-Schedule-%243K-Bonus-WI-53149/1383345033/"
"1094871801";"Machine Operator - Climate Controlled Environment! Starting Pay $17.50 - $22.75 / hr.";"";"Lincolnton";"US";"OUT_OTHER_SEGMENT";"division Closures / Food+Beverage nommée";"CLOSURES";"CLOSURES";"";"";"https://jobs.aptar.com/job/Lincolnton-Machine-Operator-Climate-Controlled-Environment%21-Starting-Pay-%2417_50-%2422_75-hr_-NC-28092/1094871801/"
"1427601933";"Machining Programmer and Operator";"";"Maringa";"BR";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"";"";"";"https://jobs.aptar.com/job/Maringa-Machining-Programmer-and-Operator-PR-87065-090/1427601933/"
"1422339233";"Maintenance Pad Technician";"";"Auburn";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"PHARMA";"";"";"https://jobs.aptar.com/job/Auburn-Maintenance-Pad-Technician-AL-36832/1422339233/"
"1403934333";"Maintenance Technician";"";"Auburn";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"PHARMA";"";"";"https://jobs.aptar.com/job/Auburn-Maintenance-Technician-AL-36832/1403934333/"
"1432552433";"Maintenance Technician";"";"McHenry";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"";"";"";"https://jobs.aptar.com/job/McHenry-Maintenance-Technician-IL-60050/1432552433/"
"1418778433";"Manager EHS & Energie (m/w/d)";"";"Villingen-Schwenningen";"DE";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"";"";"";"https://jobs.aptar.com/job/Villingen-Schwenningen-Manager-EHS-&amp;-Energie-%28mwd%29-BW-78052/1418778433/"
"1412447133";"Manager, Supply Chain";"";"Cary";"US";"OUT_PHARMA_ONLY";"division Pharma nommée dans le texte";"PHARMA";"BEAUTY+PHARMA";"";"h and homes of millions of patients and consumers around the world. Our innovations nasal drug delivery for emergency medicines, precise fragrance applications, mess-free ketchup dispensing for";"https://jobs.aptar.com/job/Cary-Manager%2C-Supply-Chain-IL-60013/1412447133/"
"1370567033";"Manufacturing Associate";"";"Lincolnton";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"CLOSURES";"";"";"https://jobs.aptar.com/job/Lincolnton-Manufacturing-Associate-NC-28092/1370567033/"
"1421451833";"Marketing Intern";"";"Mukwonago";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"CLOSURES+PHARMA";"";"";"https://jobs.aptar.com/job/Mukwonago-Marketing-Intern-WI-53149/1421451833/"
"1418634933";"Maschineneinsteller (m/w/d) in der Fertigung";"";"Freyung";"DE";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"CLOSURES";"";"";"https://jobs.aptar.com/job/Freyung-Maschineneinsteller-%28mwd%29-in-der-Fertigung-BY-94078/1418634933/"
"1418629233";"Maschineneinsteller (m/w/d) in der Fertigung - Wochenendschicht";"";"Freyung";"DE";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"CLOSURES";"";"";"https://jobs.aptar.com/job/Freyung-Maschineneinsteller-%28mwd%29-in-der-Fertigung-Wochenendschicht-BY-94078/1418629233/"
"1413729533";"Maschinen- und Anlagenführer Montage (m/w/d)";"";"Villingen-Schwenningen";"DE";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"";"";"";"https://jobs.aptar.com/job/Villingen-Schwenningen-Maschinen-und-Anlagenf%C3%BChrer-Montage-%28mwd%29-BW-78052/1413729533/"
"1417520733";"Master Machinist (51540)";"";"Cary";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"BEAUTY+PHARMA";"";"";"https://jobs.aptar.com/job/Cary-Master-Machinist-%2851540%29-IL-60013/1417520733/"
"1417520833";"Master Machinist (51541)";"";"Cary";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"BEAUTY+PHARMA";"";"";"https://jobs.aptar.com/job/Cary-Master-Machinist-%2851541%29-IL-60013/1417520833/"
"1175115301";"Master Mechanic (Days)";"";"McHenry";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"";"";"";"https://jobs.aptar.com/job/McHenry-Master-Mechanic-%28Days%29-IL-60050/1175115301/"
"1368214433";"Material Handler";"";"Lincolnton";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"CLOSURES";"";"";"https://jobs.aptar.com/job/Lincolnton-Material-Handler-NC-28092/1368214433/"
"1418022433";"Material Handler I (51535)";"";"Cary";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"BEAUTY+PHARMA";"";"";"https://jobs.aptar.com/job/Cary-Material-Handler-I-%2851535%29-IL-60013/1418022433/"
"716305301";"Material Handler (Night Shift)";"";"Mukwonago";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"CLOSURES+PHARMA";"";"";"https://jobs.aptar.com/job/Mukwonago-Material-Handler-%28Night-Shift%29-WI-53149/716305301/"
"1407122833";"Material Handler ( Rotating Night Shift)";"";"Cary";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"BEAUTY+PHARMA";"";"";"https://jobs.aptar.com/job/Cary-Material-Handler-%28-Rotating-Night-Shift%29-IL-60013/1407122833/"
"1410566733";"Material Handler - Warehouse";"";"Mukwonago";"US";"OUT_PHARMA_ONLY";"division Pharma nommée dans le texte";"PHARMA";"CLOSURES+PHARMA";"";"h and homes of millions of patients and consumers around the world. Our innovations nasal drug delivery for emergency medicines, precise fragrance applications, mess-free ketchup dispensing for";"https://jobs.aptar.com/job/Mukwonago-Material-Handler-Warehouse-WI-53149/1410566733/"
"1415392333";"Measurement Technician, Industrialization (m/w/d)";"";"Eigeltingen";"DE";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"PHARMA";"";"";"https://jobs.aptar.com/job/Eigeltingen-Measurement-Technician%2C-Industrialization-%28mwd%29-BW-78253/1415392333/"
"1390119733";"Mechanical Reliability Technician";"";"Congers";"US";"OUT_PHARMA_ONLY";"division Pharma nommée dans le texte";"PHARMA";"PHARMA";"";"Mechanical Reliability Technician Improving Health through Science and Technology! At Aptar Pharma , we specialize in Drug Delivery offering Innovative Devices, Services and Solutions focu";"https://jobs.aptar.com/job/Congers-Mechanical-Reliability-Technician-NY-10920/1390119733/"
"1388539433";"Mechanic, Assembly";"";"McHenry";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"";"";"";"https://jobs.aptar.com/job/McHenry-Mechanic%2C-Assembly-IL-60050/1388539433/"
"1397473633";"Mechanic, Assembly (50962)";"";"Cary";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"BEAUTY+PHARMA";"";"";"https://jobs.aptar.com/job/Cary-Mechanic%2C-Assembly-%2850962%29-IL-60013/1397473633/"
"1397472533";"Mechanic, Assembly (50966)";"";"Cary";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"BEAUTY+PHARMA";"";"";"https://jobs.aptar.com/job/Cary-Mechanic%2C-Assembly-%2850966%29-IL-60013/1397472533/"
"1409504633";"Mechanic, Assembly - Night Shift";"";"McHenry";"US";"UNDETERMINED";"aucune division nommée — preuves conservées, périmètre non tranché";"";"";"";"";"https://jobs.aptar.com/job/McHenry-Mechanic%2C-Assembly-Night-Shift-IL-60050/1409504633/"
