id,name,canonicalKey,kind,domain,parentGroup,activeJobs,allJobs
"cmtpkwx4n59fkpf5lz5pmczqs","ARC'TERYX","ARC_TERYX","UNKNOWN","arcteryx.com","","7","7"
"cmtkdvw651sbanf2b4uf43ga3","ARGELLIES RP.","ARGELLIES_RP","UNKNOWN","","","0","0"
"cmtp3x9qd1i2rqq4zrhu5qavu","Aritzia","ARITZIA","UNKNOWN","aritzia.com","","348","348"
"cmtp3x7uq1hanqq4zt2cwpjve","Aritzia LP","ARITZIA_LP","UNKNOWN","aritzia.com","","206","206"
"cmtkdvugw1rofnf2b1b13rupe","ARLETTIE","ARLETTIE","UNKNOWN","arlettie.com","","0","1"
"cmtkdvwyi1sjpnf2bh2d43ha5","ARLETTIE PARIS","ARLETTIE_PARIS","UNKNOWN","arlettie.com","","2","2"
"cmtk1wz6d0046nv2bucbg8xh9","Armand Thiery","ARMAND_THIERY","UNKNOWN","armandthiery.fr","","10","10"
"cmtlq3u9u1lxipg2b9gu9rfdx","ARMINE OHANYAN PARIS","ARMINE_OHANYAN_PARIS","UNKNOWN","","","0","2"
"cmtlyihvp05tsqf5k84z61i7k","Army Logic","ARMY_LOGIC","UNKNOWN","","","21","21"
"cmtm78mgv0ntlpv5jqkyn1ncz","Aroma-Zone","AROMA_ZONE","UNKNOWN","aroma-zone.com","","185","186"
"cmtkdw1zi1tytnf2b64w6fbuf","ARQÉ PARIS","ARQE_PARIS","UNKNOWN","","","0","2"
"cmtlyfub3013kqf5k69l0ztwx","Ashoka (entrepreneuriat social)","ASHOKA_SOCIAL","OTHER","","","0","6"
"cmtlylxp80d81qf5kbtj1mux8","ASICS","ASICS","UNKNOWN","asics.com","","53","56"
"cmtlyevk20057qf5kgs31wn7d","ASKET","ASKET","UNKNOWN","asket.com","","2","2"
"cmtlympe50flvqf5kap2lx5o8","ASOS","ASOS","UNKNOWN","asos.com","","66","72"
"cmtk1x2e5009znv2bt1564w1s","Asphalte","ASPHALTE","UNKNOWN","asphalte.com","","11","13"
"cmtpys3cg006n3ncqlstzadvs","ATELIER 15","ATELIER_15","UNKNOWN","","","3","4"
"cmtkdw12j1tpnnf2bb9ch9kcd","ATELIER 19.6","ATELIER_19_6","UNKNOWN","atelier19six.com","","1","1"
"cmtp868ys3rnvqq4z7cf8do74","ATELIER DIANA MARTINEZ","ATELIER_DIANA_MARTINEZ","UNKNOWN","","","1","1"
"cmtkdvuyc1rw2nf2bexd99q0j","ATELIER FOUQUET","ATELIER_FOUQUET","UNKNOWN","","","0","0"
"cmtkdvxza1sv6nf2b7a3h5njr","ATELSON","ATELSON","UNKNOWN","","","0","0"
"cmtlyf2w500c1qf5k6yt452ds","Atlantis","ATLANTIS","UNKNOWN","","","3","3"
"cmtlyf4ja00ceqf5ku6o1sxkz","Attaquer","ATTAQUER","UNKNOWN","attaquercycling.com","","3","3"
"cmtk1xdjg0176nv2b70ayaadr","AUBADE","AUBADE","UNKNOWN","aubade.com","","5","7"
"cmtlyiz3m076kqf5kegty1y42","Aubade Paris","AUBADE_PARIS","UNKNOWN","aubade.com","","24","29"
"cmtk1yc6s036rnv2bbklpocx9","Audemars Piguet","AUDEMARS_PIGUET","UNKNOWN","audemarspiguet.com","","95","96"
"cmtkdw2f21u4jnf2b2nd4klck","AUDETTE","AUDETTE","UNKNOWN","","","0","1"
"cmtkdw0jf1tjenf2b9vzjv9fb","AURÉLIE BIDERMANN","AURELIE_BIDERMANN","UNKNOWN","aureliebidermann.com","","3","3"
"cmtp6oxtq2w0dqq4zy3lgvzb2","Autocar Hong Kong Limited - Succursale de Macao","AUTOCAR_HONG_KONG_LIMITED_SUCCURSALE_DE_MACAO","UNKNOWN","","","0","0"
"cmtkdw2a91u2wnf2bq23iunzg","AUTREMENT PR","AUTREMENT_PR","UNKNOWN","","","0","2"
"cmtm9jh821uqspv5jo8nfdl8f","Aveda","AVEDA","UNKNOWN","aveda.com","Estee Lauder","76","77"
"cmtlygac101omqf5kj8gfk05z","Avila","AVILA","UNKNOWN","","","0","0"
"cmtp2hoqe0woqqq4zqz53x29p","Avolta","AVOLTA","UNKNOWN","avoltaworld.com","","248","248"
"cmtlyevwq005gqf5k9zlmaszb","AXEL ARIGATO","AXEL_ARIGATO","UNKNOWN","axelarigato.com","","2","2"
"cmtkdvzxf1td4nf2bna3s85fp","AXENTIA","AXENTIA","UNKNOWN","","","1","1"
"cmtkdvuoz1rs1nf2bqrva17su","AZZEDINE ALAIA","AZZEDINE_ALAIA","UNKNOWN","maison-alaia.com","","0","1"
"cmtlymj6s0f75qf5kgfd29yws","B2","B2","UNKNOWN","","","73","73"
"cmtk1x1x8007xnv2bua2lbw3p","Baccarat","BACCARAT","UNKNOWN","baccarat.com","","11","12"
"cmtpukur529bgl35m0lsirz9b","Balenciaga","BALENCIAGA","UNKNOWN","balenciaga.com","Kering","141","141"
"cmtlygtsm02gjqf5kxwsgn40j","Ballantynes","BALLANTYNES","UNKNOWN","ballantynes.com","","12","12"
"cmtkdvumn1rqynf2bxg2eyo0q","Balmain","BALMAIN","UNKNOWN","balmain.com","","30","32"
"cmtm9jo9m1wn3pv5jhgmin92n","Balmain Beauty","BALMAIN_BEAUTY","UNKNOWN","balmainbeauty.com","Estee Lauder","9","9"
"cmtpysj9l00e13ncqrmgfrbo0","Balzac Paris","BALZAC_PARIS","UNKNOWN","balzac-paris.fr","","21","21"
"cmtkdvv3x1ry6nf2b2zoo462c","BANANA MOON","BANANA_MOON","UNKNOWN","","","0","0"
"cmtkdw3321ucsnf2ba6ml5xly","BANDE ORIGINALE","BANDE_ORIGINALE","UNKNOWN","","","0","1"
"cmtkdw2931u2fnf2baqrbuhnh","BANGLE UP","BANGLE_UP","UNKNOWN","","","0","1"
"cmtkdvuhp1rovnf2bf3wgeias","BAOBAB COLLECTION","BAOBAB_COLLECTION","UNKNOWN","","","0","1"
"cmtkdw20z1tzdnf2brufdm9gd","BARBARA BUI","BARBARA_BUI","UNKNOWN","barbarabui.com","","0","2"
"cmtkdw2ai1u30nf2bjgxj2odr","BARBARISME PARIS","BARBARISME_PARIS","UNKNOWN","","","0","1"
"cmtlyfpzs00w4qf5k8yxuw6kx","Baron","BARON","UNKNOWN","","","5","5"
"cmtjwp1bd0665m72bmgtojhlh","ba&sh","BA_AND_SH","UNKNOWN","ba-sh.com","","76","85"
"cmtkdvxhe1spanf2bpj5g78ex","B.BRAND","B_BRAND","UNKNOWN","","","0","0"
"cmtpiybmp0kgopf5lx59eajm5","Beauty Success","BEAUTY_SUCCESS","UNKNOWN","beautysuccess.fr","","110","112"
"cmtlyejcd0000qf5kibwn6y3z","Bedrock","BEDROCK","UNKNOWN","","","0","0"
"cmtlygu1p02hsqf5kh6u8mjeh","Bego","BEGO","UNKNOWN","","","11","11"
"cmtpiy9vu0jzmpf5ljoimrw0m","Beiersdorf","BEIERSDORF","UNKNOWN","beiersdorf.com","","117","117"
"cmtlyejok0005qf5kw1u6ovvk","Bellabeat","BELLABEAT","UNKNOWN","bellabeat.com","","1","1"
"cmtlyew3a005pqf5knzvlkkli","BELLA+CANVAS","BELLA_CANVAS","UNKNOWN","bellacanvas.com","","2","2"
"cmtkdvx5y1sl0nf2bw87enif4","BELLEROSE","BELLEROSE","UNKNOWN","","","0","0"
"cmtptzq6202dql35mtgyplhzp","Bellr","BELLR","UNKNOWN","","","0","0"
"cmtlyhhlu0351qf5kzrb4v4ld","Bellroy","BELLROY","UNKNOWN","bellroy.com","","14","14"
"cmtlykryt0b8sqf5k0ya11jmv","Belstaff","BELSTAFF","UNKNOWN","belstaff.com","","46","46"
"cmtk48gld1cv1ny2b50vkg4lx","BeneFit Cosmetics","BENEFIT_COSMETICS","UNKNOWN","benefitcosmetics.com","LVMH","20","20"
"cmtlyo2tm0jasqf5k0l9i17c4","Bentley","BENTLEY","UNKNOWN","bentley.com","","0","0"
"cmtkdvwa01scqnf2bnomlnaix","BERENICE","BERENICE","UNKNOWN","berenice.net","","0","1"
"cmtk48ek71bzkny2b9rs9hzev","Berluti","BERLUTI","UNKNOWN","berluti.com","LVMH","33","34"
"cmtlyejvw000aqf5kiysof0wm","BERNADETTE","BERNADETTE","UNKNOWN","bernadetteantwerp.com","","1","1"
"cmtks20ee218lp72bwvh5qwss","BERTO + ZITA","BERTO_ZITA","UNKNOWN","","","0","0"
"cmtlyfefz00ldqf5k6fnvpkg0","Bespoke Post","BESPOKE_POST","UNKNOWN","bespokepost.com","","4","4"
"cmtpysoay00gt3ncqcw6fjkre","Bettina","BETTINA","UNKNOWN","bettinaofficial.com","","5","5"
"cmtlyitdx06irqf5kpes03i2d","Bevilles Jewellers","BEVILLES_JEWELLERS","UNKNOWN","bevilles.com.au","","24","24"
"cmtpysplz00hi3ncqxjsc3vfv","BIOLOGIQUE RECHERCHE","BIOLOGIQUE_RECHERCHE","UNKNOWN","biologique-recherche.com","","8","8"
"cmtn5a7sg053rqq5ltoj3513x","Bizzbee","BIZZBEE","UNKNOWN","b-z-b.com","","22","23"
"cmtkdw2g01u4vnf2bwk4se0tp","BLACK CAT STUDIO","BLACK_CAT_STUDIO","UNKNOWN","","","0","1"
"cmtlyek3h000fqf5k6s23u0ze","Blacks","BLACKS","UNKNOWN","blackstone.com","","1","1"
"cmtt64q3n00073nkj2m32mmvb","Blackstore","BLACKSTORE","RETAILER","blackstore.fr","Intersport","66","66"
"cmtpj2grq14d6pf5lipm1dd0p","Blancpain","BLANCPAIN","UNKNOWN","blancpain.ch","","10","10"
"cmtlygd6b01uuqf5kerxri0t9","Blend Labs, logiciels bancaires","BLEND_OUT_OF_SECTOR","OTHER","","","0","10"
"cmtpysr3a00ic3ncq4do9xp6s","Bleu Libellule","BLEU_LIBELLULE","UNKNOWN","bleulibellule.com","","10","11"
"cmtpystqz00jv3ncqf1u3mcyq","Blissim","BLISSIM","UNKNOWN","blissim.fr","","1","1"
"cmtlyewfc005yqf5kknnxe42a","Bloom","BLOOM","UNKNOWN","","","2","2"
"cmtpjdc6z1tmzpf5l6zgfjkse","Bloomingdale's","BLOOMINGDALE_S","UNKNOWN","bloomingdales.com","","791","799"
"cmtlyi3e704pqqf5kcmhw6ned","Blue Banana","BLUE_BANANA","UNKNOWN","bluebananabrand.com","","20","20"
"cmtkdw0361tf0nf2birz84kkt","BLUE BOX","BLUE_BOX","UNKNOWN","blue-box.fr","","1","2"
"cmtlyfeu700luqf5kwy5yz2yd","Blueland","BLUELAND","UNKNOWN","blueland.com","","3","4"
"cmtkdvvez1s2gnf2blgcl5orb","BLUEMARBLE","BLUEMARBLE","UNKNOWN","","","0","0"
"cmtlq3ubl1lxxpg2bqe29ftoo","BOADICÉE","BOADICEE","UNKNOWN","","","0","1"
"cmtm7ucwb10zupv5jceo6wpcz","Boardriders","BOARDRIDERS","UNKNOWN","boardriders.com","","46","46"
"cmtm9jhkp1uv4pv5jmuw0jg4m","Bobbi Brown Cosmetics","BOBBI_BROWN_COSMETICS","UNKNOWN","bobbibrowncosmetics.com","","78","82"
"cmtlyntzi0j3rqf5k76y9zjzn","BOCAGE","BOCAGE","UNKNOWN","bocage.fr","Groupe Eram","10","10"
"cmtn5fspd0gu6qq5l2opddoki","Boggi Milano","BOGGI_MILANO","UNKNOWN","boggi.com","","105","105"
"cmtpystyv00k03ncqkpybv0gh","Bogoods","BOGOODS","UNKNOWN","","","1","1"
"cmtlyhk1k036iqf5ko0n3lzmv","Bombas","BOMBAS","UNKNOWN","bombas.com","","13","13"
"cmtm7ucrz10yjpv5jxyca11id","Bonobo","BONOBO","UNKNOWN","bonoboplanet.com","Groupe Beaumanoir","45","45"
"cmtkdvwa81scunf2bfu8zyg04","BOON","BOON","UNKNOWN","","","0","0"
"cmtpjx4nv2wqjpf5ljaaqw1jm","Boots","BOOTS","UNKNOWN","boots.jobs","","1608","1608"
"cmtpukulc299gl35mw39q19gd","Bottega Veneta","BOTTEGA_VENETA","UNKNOWN","bottegaveneta.com","Kering","150","150"
"cmtpukupk29ayl35m17qtqyup","Boucheron","BOUCHERON","UNKNOWN","boucheron.com","Kering","55","55"
"cmtlyhnj303huqf5k14lf53w8","Bravissimo","BRAVISSIMO","UNKNOWN","bravissimo.com","","17","18"
"cmtm7ud191117pv5jj1qug7bf","Bréal","BREAL","UNKNOWN","breal.net","Groupe Beaumanoir","12","12"
"cmtpj2hrb14q1pf5lmkwqcnul","Breguet","BREGUET","UNKNOWN","breguet.com","","5","5"
"cmtpiw7tl09ylpf5ljsb8xnnt","Breitling","BREITLING","UNKNOWN","breitling.com","","41","41"
"cmtlygdei01vvqf5kghi61e13","BRIGHT","BRIGHT","UNKNOWN","","","9","9"
"cmtlynhuu0htlqf5kubyzlti7","Brilliant Earth","BRILLIANT_EARTH","UNKNOWN","brilliantearth.com","","82","82"
"cmtpukupr29b1l35mckj6xsi1","Brioni","BRIONI","UNKNOWN","brioni.com","Kering","19","19"
"cmtrsffg50guzpg5myc3qlde9","Broporma Retail Portugal","BROPORMA_RETAIL_PORTUGAL","UNKNOWN","","","1","1"
"cmtp25hh70fnbqq4z52gi7f3s","Broporma Retail Portugal LDA","BROPORMA_RETAIL_PORTUGAL_LDA","UNKNOWN","","","0","0"
"cmtrsff530gr2pg5myvu6z51s","Broporma Retail SLU","BROPORMA_RETAIL_SLU","UNKNOWN","","","7","7"
"cmtlygkgv0265qf5kppelqtcf","Brothers","BROTHERS","UNKNOWN","","","13","13"
"cmtlym6270e1pqf5kuhifc0my","Browns","BROWNS","RETAILER","brownsfashion.com","","3","3"
"cmtlymkbu0feiqf5k498s8x1u","Browns Shoes","BROWNS_SHOES","UNKNOWN","brownsshoes.com","","72","73"
"cmtpixdjv0fb3pf5l1rzuyhzx","Brown Thomas Arnotts","BROWN_THOMAS_ARNOTTS","UNKNOWN","brownthomasarnotts.com","","76","76"
"cmtrsq0ou1qp2pg5mrrk94e9r","BRS Nike Taiwan","BRS_NIKE_TAIWAN","UNKNOWN","","","8","8"
"cmtm8oyxa1hltpv5jqwinzohj","BRS Nike Taiwan, Inc.","BRS_NIKE_TAIWAN_INC","UNKNOWN","","","0","0"
"cmtp22cxr0a7gqq4z2yq4wjhy","BRUNELLO CUCINELLI","BRUNELLO_CUCINELLI","UNKNOWN","brunellocucinelli.com","","32","33"
"cmtrse7pp09mvpg5mq0g8ahf1","BRUNELLO CUCINELLI (ENGLAND)","BRUNELLO_CUCINELLI_ENGLAND","UNKNOWN","","","6","6"
"cmtp22cyf0a7oqq4zdela752d","BRUNELLO CUCINELLI (ENGLAND) LIMITED","BRUNELLO_CUCINELLI_ENGLAND_LIMITED","UNKNOWN","","","0","0"
"cmtrse83509ucpg5m4nbn95x7","BRUNELLO CUCINELLI (MACAU) FASHION","BRUNELLO_CUCINELLI_MACAU_FASHION","UNKNOWN","","","1","1"
"cmtp22d7q0accqq4zoqpwoenk","BRUNELLO CUCINELLI (MACAU) FASHION CO., LTD","BRUNELLO_CUCINELLI_MACAU_FASHION_CO_LTD","UNKNOWN","","","0","0"
"cmtrse7zv09sfpg5m2xkqx8s3","BRUNELLO CUCINELLI MIDDLE EAST L.L.C","BRUNELLO_CUCINELLI_MIDDLE_EAST_L_L_C","UNKNOWN","","","3","3"
"cmtp22d0y0a8wqq4zitiwldi9","BRUNELLO CUCINELLI RETAIL SPAIN S.L.","BRUNELLO_CUCINELLI_RETAIL_SPAIN_S_L","UNKNOWN","","","0","0"
"cmtp22cy70a7kqq4zs862c5d5","BRUNELLO CUCINELLI SPA","BRUNELLO_CUCINELLI_SPA","UNKNOWN","brunellocucinelli.com","","0","0"
"cmtp22d1k0a98qq4z14m7w1pj","BRUNELLO CUCINELLI SUISSE SA","BRUNELLO_CUCINELLI_SUISSE","UNKNOWN","","","0","0"
"cmtp22d240a9kqq4zxhzbmqou","BRUNELLO CUCINELLI USA INC","BRUNELLO_CUCINELLI_USA_INC","UNKNOWN","","","0","0"
"cmtkdvy851syenf2bskkudv9r","BRUN STUDIO - ARTIST DESIGNER","BRUN_STUDIO_ARTIST_DESIGNER","UNKNOWN","","","1","1"
"cmtpys46400723ncqe1sx61p5","Brut Clothing","BRUT_CLOTHING","UNKNOWN","brut-clothing.com","","1","1"
"cmtpu1wpq0cqol35mt9czrz1s","B's","B_S","UNKNOWN","bs-intl.jp","","71","72"
"cmtlym2oc0diiqf5ku1pczppi","B's International","B_S_INTERNATIONAL","UNKNOWN","bs-intl.jp","","0","1"
"cmtlyfuj70149qf5kbtdnqtcx","Bubble","BUBBLE","UNKNOWN","hellobubble.com","","6","6"
"cmtm7vk4i13mjpv5j6cxfx6x6","Buccellati","BUCCELLATI","UNKNOWN","buccellati.com","Richemont","32","32"
"cmtm7brz00t78pv5jd8ieauxz","Buck Mason","BUCK_MASON","UNKNOWN","buckmason.com","","247","247"
"cmtlyff7e00mbqf5kw0pz5xzc","BUFF","BUFF","UNKNOWN","buff.com","","4","4"
"cmtk48ejw1bzgny2bkqrqp6dp","Bulgari","BULGARI","UNKNOWN","bulgari.com","LVMH","121","124"
"cmtm9jhxx1uz4pv5j4te5c4ys","Bumble and bumble","BUMBLE_AND_BUMBLE","UNKNOWN","bumbleandbumble.com","Estee Lauder","6","6"
"cmtn5j20e0jc4qq5lukahzq6w","Burberry","BURBERRY","UNKNOWN","burberry.com","","142","142"
"cmtkdvvt01s7enf2btvhwa58l","BUREAU DE PRESSE PASCALE VENOT","BUREAU_DE_PRESSE_PASCALE_VENOT","UNKNOWN","","","0","1"
"cmtlyg0iv01ccqf5k240v130q","Burnt","BURNT","UNKNOWN","burnt.co.za","","9","10"
"cmtkdw2jh1u66nf2b0bno4g04","BY MARIE","BY_MARIE","UNKNOWN","","","0","1"
"cmtlyiig305w5qf5kntqzz9kw","BZB","BZB","UNKNOWN","b-z-b.com","","22","24"
"cmtkdw17j1trcnf2btvinbjwg","C&A","C_AND_A","UNKNOWN","c-and-a.com","","1","2"
"cmtlyg0wt01d5qf5k13fihscd","CABAIA","CABAIA","UNKNOWN","cabaia.com","","9","9"
"cmtm7ucr010y7pv5j8qg9y2m6","Cache Cache","CACHE_CACHE","UNKNOWN","cache-cache.fr","Groupe Beaumanoir","62","62"
"cmtkdvxd01snunf2b3gi645d0","CALEB PARIS","CALEB_PARIS","UNKNOWN","","","0","0"
"cmtptzb9200gsl35m8fwcy589","Çalık","CALIK","UNKNOWN","calik.com","","4","4"
"cmtlyffsi00msqf5k8b23l5c6","Çalık Holding","CALIK_HOLDING","UNKNOWN","calik.com","","0","0"
"cmtpysv6j00km3ncq50dc3cg0","Call It By Your Name","CALL_IT_BY_YOUR_NAME","UNKNOWN","callitbyyourname.fr","","1","1"
"cmtlygdrt01wwqf5k1xe2rb05","CAMBIO","CAMBIO","UNKNOWN","cambio.de","","9","9"
"cmtkdvygh1t10nf2briurzyb4","CAMELEONS RH","CAMELEONS_RH","UNKNOWN","cameleonsrh.com","","4","4"
"cmtlq3uim1m0gpg2bcbdwtixo","CAMPER","CAMPER","UNKNOWN","camper.com","","43","43"
"cmtk1ywiz04tnnv2bym3tmeto","Canada Goose","CANADA_GOOSE","UNKNOWN","canada-goose.com","","96","98"
"cmtlyovtf0kg2qf5k7rh4j7jd","Canada Goose Australia Pty Limited","CANADA_GOOSE_AUSTRALIA_PTY_LIMITED","UNKNOWN","","","0","0"
"cmtrsfvyy0j3epg5m7f6mxp3h","Canada Goose EU B.V. UK Branch","CANADA_GOOSE_EU_B_V_UK_BRANCH","UNKNOWN","","","1","1"
"cmtlyovz70khuqf5klh50hzcy","Canada Goose France Retail SAS","CANADA_GOOSE_RETAIL","UNKNOWN","","","0","0"
"cmtlyovow0kf1qf5kgf5pzb1z","Canada Goose Germany Retail GmbH","CANADA_GOOSE_GERMANY_RETAIL_GMBH","UNKNOWN","","","0","0"
"cmtrsfvx50j22pg5m7kxvxtui","Canada Goose HK Limited, Macau Branch","CANADA_GOOSE_HK_LIMITED_MACAU_BRANCH","UNKNOWN","","","1","1"
"cmtlyovkg0kdqqf5k83kywzrp","Canada Goose Inc.","CANADA_GOOSE_INC","UNKNOWN","","","0","0"
"cmtlyowez0klvqf5k7tmmu48i","Canada Goose Italy Retail S.R.L.","CANADA_GOOSE_ITALY_RETAIL_S_R_L","UNKNOWN","","","0","0"
"cmtlyovo50ketqf5ks92xylq9","Canada Goose Netherlands Retail B.V.","CANADA_GOOSE_NETHERLANDS_RETAIL_B_V","UNKNOWN","","","0","0"
"cmtrsfv6d0iowpg5m4llcg0v0","Canada Goose Retail Denmark ApS","CANADA_GOOSE_RETAIL_DENMARK_APS","UNKNOWN","","","1","1"
"cmtrsfven0islpg5mcf6ha3or","Canada Goose Services Limited, Paris Branch","CANADA_GOOSE_SERVICES_LIMITED_PARIS_BRANCH","UNKNOWN","","","1","1"
"cmtlyovme0ke9qf5k7o3bce3g","Canada Goose UK Retail Limited","CANADA_GOOSE_UK_RETAIL_LIMITED","UNKNOWN","","","0","0"
"cmtrsfv4u0io4pg5m1t8mntqw","Canada Goose UK Retail Limited, Ireland Branch","CANADA_GOOSE_UK_RETAIL_LIMITED_IRELAND_BRANCH","UNKNOWN","","","1","1"
"cmtlyovmr0kedqf5k72kqog21","Canada Goose, US Inc.","CANADA_GOOSE_US_INC","UNKNOWN","","","0","0"
"cmtnrub4q2y71qq4zu0551vws","CANOPEA","CANOPEA","UNKNOWN","canopea-paris.com","","0","1"
"cmtlygzpv02vtqf5kcz0l342d","CARLA B","CARLA_B","UNKNOWN","carlabruni.com","","12","13"
"cmtm7ucrc10ybpv5j8tv9kuxe","Caroll","CAROLL","UNKNOWN","caroll.com","Groupe Beaumanoir","37","37"
"cmtkgqym00xm7mn2bsqf6ewhn","Cartier","CARTIER","UNKNOWN","cartier.com","Richemont","156","161"
"cmtm7vk7813nrpv5jf2vgabx4","Cartier Logo","CARTIER_LOGO","UNKNOWN","","","0","0"
"cmtpw96hg4k4dl35mhmmk4slt","CARVEN","CARVEN","UNKNOWN","carven.com","","1","1"
"cmtlyium006pqqf5kymyiavbr","Castore","CASTORE","UNKNOWN","castore.com","","27","27"
"cmtlyiaxt05cyqf5kr2cawjnq","Catbird","CATBIRD","UNKNOWN","catbirdnyc.com","","18","18"
"cmtkdvy5q1sxknf2bt8tuhwni","CÉLESTE MOGADOR","CELESTE_MOGADOR","UNKNOWN","","","1","1"
"cmtk48eib1bytny2b0aeiqprm","Celine","CELINE","UNKNOWN","celine.com","LVMH","145","148"
"cmtlygar301pjqf5k29qof7s7","celio","CELIO","UNKNOWN","celio.com","","8","8"
"cmtpj2gm714b2pf5lt635jg84","Certina","CERTINA","UNKNOWN","certina.com","","1","1"
"cmtkdw2o31u7hnf2blhqsf1cp","CÈUCLE","CEUCLE","UNKNOWN","","","0","1"
"cmtp27w900jrqqq4zyxgp05b2","Chalhoub Group","CHALHOUB_GROUP","UNKNOWN","chalhoubgroup.com","","148","148"
"cmtkdvurp1rtdnf2boo5regmx","CHAMPION","CHAMPION","UNKNOWN","","","0","0"
"cmtpxurht00063nxck320zx3t","Champs Sports","CHAMPS_SPORTS","UNKNOWN","champssports.com","","487","487"
"cmtk496501j81ny2b9b8jgyer","Chandon","CHANDON","UNKNOWN","chandon.com","","2","2"
"cr68476d4c991498cd9a77c741","Chanel","CHANEL","MAISON","","Chanel","1120","1137"
"cmtkdvxrc1ssbnf2bpo3v9yzx","CHARLESTOWN","CHARLESTOWN","UNKNOWN","","","0","1"
"cmtk1x7nm00ntnv2bzsidjrg9","Charlotte Tilbury","CHARLOTTE_TILBURY","UNKNOWN","charlottetilbury.com","Puig","17","17"
"cmtkdw3kf1uipnf2bakgxro7h","CHASSAGNAC","CHASSAGNAC","UNKNOWN","","","0","0"
"cmtk48gcc1cr9ny2b332i90at","Chaumet","CHAUMET","UNKNOWN","chaumet.com","LVMH","23","23"
"cmtk48efg1bxtny2bpe0ppxlg","Cheval Blanc","CHEVAL_BLANC","UNKNOWN","chevalblanc.com","","170","173"
"cmtkdvub61rmgnf2bq7yh4n5l","CHIC AT WORK","CHIC_AT_WORK","UNKNOWN","","","0","2"
"cmtlygfgf01xxqf5k8ny9a0yl","Chico's Outlet","CHICO_S_OUTLET","UNKNOWN","chicos.com","","2","2"
"cmtkdvzna1t9vnf2bsx57k9p4","CHILDREN WORLDWIDE FASHION C.W.F","CHILDREN_WORLDWIDE_FASHION_C_W_F","UNKNOWN","cwf.fr","","3","4"
"cmtlyekdh000kqf5k235x5km4","Chisholm Hunter","CHISHOLM_HUNTER","UNKNOWN","chisholmhunter.co.uk","","1","1"
"cmtkdvutp1ru9nf2bbqeq9stw","Chloe","CHLOE","UNKNOWN","chloe.com","Richemont","26","26"
"cmtm7vjst13grpv5jf7aqs98v","Chloe Logo","CHLOE_LOGO","UNKNOWN","","","0","0"
"cmtkdw2m91u6rnf2bj6cukiw5","CHN HAI","CHN_HAI","UNKNOWN","","","0","1"
"cmtpytzgb011p3ncqttiwnk6u","Choose","CHOOSE","UNKNOWN","","","5","5"
"cmtk48e6r1bu9ny2bxbq8un50","Christian Dior Couture","DIOR","UNKNOWN","dior.com","LVMH","493","506"
"cmtks20zm21ctp72brutdjgi6","CHRISTINE PHUNG DESIGN","CHRISTINE_PHUNG_DESIGN","UNKNOWN","","","0","0"
"cmtlyenhc000pqf5kwscvbdhl","Chrome","CHROME","UNKNOWN","chromeindustries.com","","1","1"
"cmtnac1rq2smgqq5l9m0c9puq","CITIZENS OF HUMANITY","CITIZENS_OF_HUMANITY","UNKNOWN","citizensofhumanity.com","","1","1"
"cmtlyeno8000uqf5k6th92oke","City Beauty","CITY_BEAUTY","UNKNOWN","citybeauty.com","","1","1"
"cmtpkx0pr59sqpf5lfz0vxtaf","CLAIRE'S","CLAIRE_S","UNKNOWN","claires.com","","1","1"
"cmtm77xw10kgrpv5juvc8awww","Clarkson Eyecare","CLARKSON_EYECARE","UNKNOWN","clarksoneyecare.com","","153","167"
"cr5c9308138c86e24341e51b89","Claudie Pierlot","CLAUDIE_PIERLOT","MAISON","","SMCP","120","120"
"cmtlyfg1a00n9qf5kpkdeci1u","Cleo Communications, intégration logicielle","CLEO_OUT_OF_SECTOR","OTHER","","","0","5"
"cmtm9jhoq1uwgpv5jb20n95wp","Clinique","CLINIQUE","UNKNOWN","clinique.com","Estee Lauder","104","116"
"cmtm7uctm10yypv5jyqjvi6le","Clog","CLOG","UNKNOWN","clog.fr","","35","35"
"cmtlyhnx503jfqf5kpc9cxsmz","CLOSED","CLOSED","UNKNOWN","closed.com","","14","14"
"cmtlyhw8t042oqf5kfvzq8w3k","Club L London","CLUB_L_LONDON","UNKNOWN","clubllondon.com","","18","18"
"cmtlyitrx06lcqf5kzkrxbrla","Club Monaco","CLUB_MONACO","UNKNOWN","clubmonaco.com","","24","24"
"cmtpuwrrk3kpdl35mc7vg5ben","Coach","COACH","UNKNOWN","coach.com","","236","260"
"cmtrtc5oj3nbhpg5mdg9l4gze","Coach Consulting Dongguan","COACH_CONSULTING_DONGGUAN","UNKNOWN","","","2","2"
"cmtp6ox0y2vn1qq4zlamx8wkr","Coach Consulting Dongguan Co. Ltd","COACH_CONSULTING_DONGGUAN_CO_LTD","UNKNOWN","","","0","0"
"cmtrtc43r3mvcpg5mmvi7euyk","Coach Hong Kong Limited - Macau Branch","COACH_HONG_KONG_LIMITED_MACAU_BRANCH","UNKNOWN","","","6","6"
"cmtrtc42p3muspg5me6xho7w7","Coach Korea","COACH_KOREA","UNKNOWN","","","39","39"
"cmtp6ow4s2v8xqq4zzbsp0n0s","Coach Korea Limited","COACH_KOREA_LIMITED","UNKNOWN","","","0","0"
"cmtrtcg0g3q1mpg5ma1thlkre","Coach Leatherware India Private","COACH_LEATHERWARE_INDIA_PRIVATE","UNKNOWN","","","1","1"
