name,canonical_slug,segment,group,source,confidence
Germanier,germanier,FASHION,,"api:https://prize.cdn.prismic.io/api/v2/documents/search?q=[[at(document.type,""designer_profile"")]] | https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons",HIGH
Getex,getex,SUPPLIER,,https://www.gff-groupement.fr/les-ateliers-engages/,HIGH
Giambattista Valli,giambattista-valli,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Gianvito Rossi,gianvito-rossi,FASHION,Richemont,https://www.richemont.com/en/home/brands/,HIGH
Ginori 1735,ginori-1735,LUXURY,Kering,https://www.kering.com/fr/maisons/,HIGH
Giorgio Armani Privé,giorgio-armani-prive,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Girard-Perregaux,girard-perregaux,JEWELRY_WATCHES,Sowind Group,https://www.girard-perregaux.com/fr,HIGH
Givaudan,givaudan,SUPPLIER,,https://www.givaudan.com,HIGH
Givenchy,givenchy,FASHION,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr | https://catwalks.io/sitemap-maisons.xml | https://fhcm.paris/fr/maisons?status=1 | https://www.comitecolbert.com/member-sitemap.xml,HIGH
GLAMGLOW,glamglow,BEAUTY,Estee Lauder,https://www.elcompanies.com/en/our-brands,HIGH
Goossens Paris,goossens-paris,SUPPLIER,Chanel,https://www.goossens-paris.com,HIGH
Goutal Paris,goutal-paris,BEAUTY,Interparfums SA,https://www.annickgoutal.com/,HIGH
GQ France,gq-france,MEDIA_AGENCY,Conde Nast,https://www.gqmagazine.fr/,LOW
Grès,gres,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Groupe Beaumanoir,groupe-beaumanoir,RETAIL,,https://www.groupe-beaumanoir.com/,HIGH
Groupe Bon Marché,groupe-bon-marche,RETAIL,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr,HIGH
Groupe Chantelle,groupe-chantelle,FASHION,,https://chantelle.com/groupe/fr/marques,HIGH
Groupe Eram,groupe-eram,RETAIL,,https://www.groupe-eram.com/marques,HIGH
Groupe Novi,groupe-novi,RETAIL,,https://catwalks.io/sitemap-maisons.xml,HIGH
Groupe Printemps,groupe-printemps,RETAIL,,https://www.groupe-printemps.com/enseignes,HIGH
Gucci,gucci,FASHION,Kering,https://www.kering.com/fr/maisons/,HIGH
Gucci Beauty,gucci-beauty,BEAUTY,Coty,https://www.coty.com/our-brands/all-brands,HIGH
Guerlain,guerlain,BEAUTY,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr | https://catwalks.io/sitemap-maisons.xml | https://www.comitecolbert.com/member-sitemap.xml,HIGH
Guinot,guinot,BEAUTY,,https://www.guinot.com/fr/fr/,HIGH
Guy Laroche,guy-laroche,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Haspolo,haspolo,SUPPLIER,,https://www.gff-groupement.fr/les-ateliers-engages/,HIGH
Hays France,hays-france,RECRUITER,Hays plc,https://www.hays.fr/recrutement/expertises,LOW
Helena Rubinstein,helena-rubinstein,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
Henrik Vibskov,henrik-vibskov,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Herend,herend,LUXURY,,https://www.comitecolbert.com/member-sitemap.xml,HIGH
Hermès,hermes,FASHION,Hermes,https://catwalks.io/sitemap-maisons.xml | https://fhcm.paris/fr/maisons?status=1 | https://www.comitecolbert.com/member-sitemap.xml,HIGH
Histoire d'Or,histoire-d-or,JEWELRY_WATCHES,THOM Group,https://thomgroup.com/,HIGH
Hublot,hublot,JEWELRY_WATCHES,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr,HIGH
Hugo Boss Fragrances,hugo-boss-fragrances,BEAUTY,Coty,https://www.coty.com/our-brands/all-brands,HIGH
Ice-Watch,ice-watch,JEWELRY_WATCHES,,https://www.ice-watch.com/fr,HIGH
Icicle,icicle,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
IKKS,ikks,FASHION,,https://www.ikks.com/,HIGH
Imane Ayissi,imane-ayissi,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
IMKI,imki,SUPPLIER,,https://www.defimode.org/directory-defimode_startups-innovantes/,HIGH
Ines de la Fressange Paris,ines-de-la-fressange-paris,FASHION,,https://inesdelafressange.fr/,LOW
Infiniment Coty Paris,infiniment-coty-paris,BEAUTY,Coty,https://www.coty.com/our-brands/all-brands,HIGH
IPSA,ipsa,BEAUTY,Shiseido Group,https://corp.shiseido.com/en/brands/,HIGH
Iris van Herpen,iris-van-herpen,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Isabel Marant,isabel-marant,FASHION,,https://catwalks.io/sitemap-maisons.xml | https://fhcm.paris/fr/maisons?status=1,HIGH
Issey Miyake,issey-miyake,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
IT Cosmetics,it-cosmetics,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
IWC Schaffhausen,iwc-schaffhausen,JEWELRY_WATCHES,Richemont,https://www.richemont.com/en/home/brands/,HIGH
J.M. Weston,j-m-weston,FASHION,,https://www.comitecolbert.com/member-sitemap.xml,HIGH
Jacquemus,jacquemus,FASHION,,"api:https://prize.cdn.prismic.io/api/v2/documents/search?q=[[at(document.type,""designer_profile"")]] | https://catwalks.io/sitemap-maisons.xml | https://fhcm.paris/fr/maisons?status=1",HIGH
Jacquemus Beauty,jacquemus-beauty,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
Jaeger-LeCoultre,jaeger-lecoultre,JEWELRY_WATCHES,Richemont,https://www.richemont.com/en/home/brands/,HIGH
Jalou Gallery,jalou-gallery,MEDIA_AGENCY,Editions Jalou,https://www.jalougallery.com/,LOW
JD Sports France,jd-sports-france,RETAIL,JD Sports,https://www.jdsports.fr/,HIGH
Jean Luc Francois,jean-luc-francois,SUPPLIER,,https://www.gff-groupement.fr/les-ateliers-engages/,HIGH
Jean Paul Gaultier,jean-paul-gaultier,FASHION,Puig,https://careers.puig.com/love-brands | https://fhcm.paris/fr/maisons?status=1 | https://www.comitecolbert.com/member-sitemap.xml,HIGH
JFG Clinic,jfg-clinic,BEAUTY,,https://catwalks.io/sitemap-maisons.xml,HIGH
Jil Sander Parfums,jil-sander-parfums,BEAUTY,Coty,https://www.coty.com/our-brands/all-brands,HIGH
Jimmy Choo Parfums,jimmy-choo-parfums,BEAUTY,Interparfums SA,https://www.interparfums.fr/,HIGH
Jitrois,jitrois,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Jo Malone London,jo-malone-london,BEAUTY,Estee Lauder,https://www.elcompanies.com/en/our-brands,HIGH
John Galliano,john-galliano,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
John Lobb,john-lobb,FASHION,,https://www.comitecolbert.com/member-sitemap.xml,HIGH
Jonak,jonak,FASHION,,https://www.jonak.fr/,HIGH
Joop!,joop,BEAUTY,Coty,https://www.coty.com/our-brands/all-brands,HIGH
Journal du Textile,journal-du-textile,MEDIA_AGENCY,,https://www.journaldutextile.com/,LOW
Jules,jules,FASHION,AFM/Mulliez,https://www.jules.com/,HIGH
Julie de Libran,julie-de-libran,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
Julien Fournié,julien-fournie,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Juliette Has a Gun,juliette-has-a-gun,BEAUTY,,https://catwalks.io/sitemap-maisons.xml,HIGH
Junko Shimada,junko-shimada,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Junya Watanabe,junya-watanabe,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
JUUN.J,juun-j,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
K.Jacques,k-jacques,FASHION,,https://www.kjacques.fr/,LOW
Kama Ayurveda,kama-ayurveda,BEAUTY,Puig,https://careers.puig.com/love-brands,HIGH
Karl Lagerfeld,karl-lagerfeld,BEAUTY,Interparfums SA,https://www.interparfums.fr/,HIGH
Karla Otto,karla-otto,MEDIA_AGENCY,The Independents,https://karlaotto.com/,LOW
Kate Spade Parfums,kate-spade-parfums,BEAUTY,Interparfums SA,https://www.interparfums.fr/,HIGH
Kendo,kendo,BEAUTY,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr,HIGH
Kenzo,kenzo,FASHION,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr | https://fhcm.paris/fr/maisons?status=1,HIGH
Kenzo Parfums,kenzo-parfums,BEAUTY,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr,HIGH
Kérastase,kerastase,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
Kering,kering,LUXURY,Kering,https://catwalks.io/sitemap-maisons.xml,HIGH
Kering Eyewear,kering-eyewear,LUXURY,Kering,https://www.kering.com/fr/maisons/,HIGH
Kickers,kickers,FASHION,,https://kickers.com/,MEDIUM
Kiehl's,kiehl-s,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
Kiko Kostadinov,kiko-kostadinov,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
KILIAN PARIS,kilian-paris,BEAUTY,Estee Lauder,https://www.elcompanies.com/en/our-brands,HIGH
Klorane,klorane,BEAUTY,Pierre Fabre,https://www.pierre-fabre.com/fr-fr/notre-entreprise/nos-marques,HIGH
Koché,koche,FASHION,,"api:https://prize.cdn.prismic.io/api/v2/documents/search?q=[[at(document.type,""designer_profile"")]] | https://fhcm.paris/fr/maisons?status=1",HIGH
Kwaidan Editions,kwaidan-editions,FASHION,,"api:https://prize.cdn.prismic.io/api/v2/documents/search?q=[[at(document.type,""designer_profile"")]]",HIGH
Kylie Cosmetics,kylie-cosmetics,BEAUTY,Coty,https://www.coty.com/our-brands/all-brands,HIGH
L'Artisan Parfumeur,l-artisan-parfumeur,BEAUTY,Puig,https://careers.puig.com/love-brands,HIGH
L'Atelier du Sourcil,l-atelier-du-sourcil,BEAUTY,,https://catwalks.io/sitemap-maisons.xml,HIGH
L’Occitane en Provence,l-occitane-en-provence,BEAUTY,L'Occitane,https://catwalks.io/sitemap-maisons.xml | https://group.loccitane.com/group/our-brands,HIGH
L'Officiel,l-officiel,MEDIA_AGENCY,Editions Jalou,https://www.lofficiel.com/,LOW
L'Oréal,l-oreal,BEAUTY,L'Oreal,https://catwalks.io/sitemap-maisons.xml,HIGH
L'Oréal Paris,l-oreal-paris,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
La Halle,la-halle,RETAIL,Groupe Beaumanoir,https://www.groupe-beaumanoir.com/brand-fr-sitemap.xml,HIGH
La Mer,la-mer,BEAUTY,Estee Lauder,https://www.elcompanies.com/en/our-brands,HIGH
La Prairie,la-prairie,BEAUTY,Beiersdorf,https://www.beiersdorf.com/brands,HIGH
La Redoute,la-redoute,RETAIL,Galeries Lafayette Group,http://www.groupegalerieslafayette.com/brands,HIGH
La Roche-Posay,la-roche-posay,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
La Rosee,la-rosee,BEAUTY,,https://www.larosee-cosmetiques.com/,HIGH
Lab Series,lab-series,BEAUTY,Estee Lauder,https://www.elcompanies.com/en/our-brands,HIGH
Labello,labello,BEAUTY,Beiersdorf,https://www.beiersdorf.com/brands,HIGH
Lacoste,lacoste,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Lacoste Parfums,lacoste-parfums,BEAUTY,Interparfums SA,https://www.interparfums.fr/,HIGH
Lagardère Travel Retail,lagardere-travel-retail,RETAIL,,https://catwalks.io/sitemap-maisons.xml,HIGH
Lancaster,lancaster,BEAUTY,Coty,https://www.coty.com/our-brands/all-brands,HIGH
Lancel,lancel,FASHION,,https://catwalks.io/sitemap-maisons.xml,HIGH
Lancôme,lancome,BEAUTY,L'Oreal,https://www.comitecolbert.com/member-sitemap.xml | https://www.loreal.com/en/brands/,HIGH
Lanvin,lanvin,FASHION,,https://fhcm.paris/fr/maisons?status=1 | https://www.comitecolbert.com/member-sitemap.xml,HIGH
Lanvin Parfums,lanvin-parfums,BEAUTY,Interparfums SA,https://www.interparfums.fr/,HIGH
Le Bon Marché,le-bon-marche,RETAIL,LVMH,https://catwalks.io/sitemap-maisons.xml,HIGH
Le Coq Sportif,le-coq-sportif,FASHION,,https://www.lecoqsportif.com/,HIGH
Le Labo,le-labo,BEAUTY,Estee Lauder,https://www.elcompanies.com/en/our-brands,HIGH
Le Slip Francais,le-slip-francais,FASHION,,https://www.leslipfrancais.fr/,HIGH
Le Tanneur,le-tanneur,FASHION,,https://www.letanneur.com/,HIGH
Lecarpentier SAS,lecarpentier-sas,SUPPLIER,,https://www.gff-groupement.fr/les-ateliers-engages/,HIGH
Lectra,lectra,SUPPLIER,,https://www.lectra.com/fr,HIGH
Lelièvre Paris,lelievre-paris,SUPPLIER,,https://www.comitecolbert.com/member-sitemap.xml,HIGH
Lemaire,lemaire,FASHION,,https://catwalks.io/sitemap-maisons.xml | https://fhcm.paris/fr/maisons?status=1,HIGH
Lemarie,lemarie,SUPPLIER,Chanel,https://www.lemarie-paris.fr,HIGH
Leonard Paris,leonard-paris,FASHION,,https://fhcm.paris/fr/maisons?status=1 | https://www.comitecolbert.com/member-sitemap.xml,HIGH
Les Ateliers Grandis,les-ateliers-grandis,SUPPLIER,,https://www.gff-groupement.fr/les-ateliers-engages/,HIGH
Les Etablissements Thierry,les-etablissements-thierry,SUPPLIER,,https://www.gff-groupement.fr/les-ateliers-engages/,HIGH
Les Georgettes,les-georgettes,JEWELRY_WATCHES,Altesse Group,https://www.lesgeorgettes.com/fr,HIGH
Les Mouettes Vertes,les-mouettes-vertes,SUPPLIER,,https://www.gff-groupement.fr/les-ateliers-engages/,HIGH
Les Productions Fonlupt,les-productions-fonlupt,SUPPLIER,,https://www.gff-groupement.fr/les-ateliers-engages/,HIGH
LG Couture,lg-couture,SUPPLIER,,https://www.gff-groupement.fr/les-ateliers-engages/,HIGH
LGN Louis-Gabriel Nouchi,lgn-louis-gabriel-nouchi,FASHION,,https://andam.fr/laureats-andam/,HIGH
Liaigre,liaigre,LUXURY,,https://www.comitecolbert.com/member-sitemap.xml,HIGH
LIP,lip,JEWELRY_WATCHES,,https://www.lip.fr,HIGH
Lise Charmel,lise-charmel,FASHION,,https://catwalks.io/sitemap-maisons.xml,HIGH
Litkovska,litkovska,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
Livera,livera,FASHION,Groupe Chantelle,https://chantelle.com/groupe/fr/marques,HIGH
Loewe,loewe,FASHION,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr | https://fhcm.paris/fr/maisons?status=1,HIGH
Loewe Perfumes,loewe-perfumes,BEAUTY,LVMH,https://catwalks.io/sitemap-maisons.xml,HIGH
Longchamp,longchamp,FASHION,Longchamp,https://catwalks.io/sitemap-maisons.xml | https://www.comitecolbert.com/member-sitemap.xml,HIGH
Loom,loom,FASHION,,https://www.loom.fr/fr-fr,HIGH
L’Oréal Professionnel,loreal-professionnel,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
Lorenz Bäumer,lorenz-baumer,JEWELRY_WATCHES,,https://www.comitecolbert.com/member-sitemap.xml,HIGH
Loro Piana,loro-piana,FASHION,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr,HIGH
Losanje,losanje,FASHION,,https://andam.fr/laureats-andam/ | https://www.defimode.org/directory-defimode_startups-innovantes/,HIGH
Loto del Sur,loto-del-sur,BEAUTY,Puig,https://careers.puig.com/love-brands,HIGH
Louis Pion,louis-pion,JEWELRY_WATCHES,Galeries Lafayette Group,http://www.groupegalerieslafayette.com/brands,HIGH
Louis Vuitton,louis-vuitton,FASHION,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr | https://catwalks.io/sitemap-maisons.xml | https://fhcm.paris/fr/maisons?status=1 | https://www.comitecolbert.com/member-sitemap.xml,HIGH
Louis Vuitton Joaillerie,louis-vuitton-joaillerie,JEWELRY_WATCHES,LVMH,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
Lucien Pages Communication,lucien-pages-communication,MEDIA_AGENCY,,https://www.lucienpages.com/,LOW
Ludovic de Saint Sernin,ludovic-de-saint-sernin,FASHION,,"api:https://prize.cdn.prismic.io/api/v2/documents/search?q=[[at(document.type,""designer_profile"")]]",HIGH
Lutz Huelle,lutz-huelle,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Luxe Talent,luxe-talent,RECRUITER,,https://www.luxetalent.fr/,LOW
LVMH,lvmh,LUXURY,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr | https://catwalks.io/sitemap-maisons.xml,HIGH
LVMH Client services,lvmh-client-services,LUXURY,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr,HIGH
LVMH Fragrance Brands,lvmh-fragrance-brands,BEAUTY,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr,HIGH
LVMH Métiers d'Art,lvmh-metiers-d-art,FASHION,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr,HIGH
LVMH Perfumes & Cosmetics,lvmh-perfumes-cosmetics,BEAUTY,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr,HIGH
LVMH Watches & Jewelry,lvmh-watches-jewelry,JEWELRY_WATCHES,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr,HIGH
MAC Cosmetics,mac-cosmetics,BEAUTY,Estee Lauder,https://www.elcompanies.com/en/our-brands,HIGH
Macosa SAS,macosa-sas,SUPPLIER,,https://www.gff-groupement.fr/les-ateliers-engages/,HIGH
Madame Figaro,madame-figaro,MEDIA_AGENCY,Groupe Figaro,https://madame.lefigaro.fr/,LOW
Made In Design,made-in-design,RETAIL,Groupe Printemps,https://www.groupe-printemps.com/enseignes,HIGH
Maeden,maeden,FASHION,,https://andam.fr/laureats-andam/,HIGH
Maison 123,maison-123,FASHION,Groupe Etam,https://www.maison123.com/,HIGH
Maison Francis Kurkdjian,maison-francis-kurkdjian,BEAUTY,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr | https://catwalks.io/sitemap-maisons.xml | https://www.comitecolbert.com/member-sitemap.xml,HIGH
Maison Kitsune,maison-kitsune,FASHION,,https://maisonkitsune.com/fr_en/,HIGH
Maison Lesage,maison-lesage,SUPPLIER,Chanel,https://www.lesage-paris.com,HIGH
Maison Margiela,maison-margiela,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Maison Margiela Fragrances,maison-margiela-fragrances,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
Maison Michel,maison-michel,SUPPLIER,Chanel,https://www.maisonmichel.com,MEDIUM
Maison Mihara Yasuhiro,maison-mihara-yasuhiro,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Maison Rabih Kayrouz,maison-rabih-kayrouz,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Maitrepierre,maitrepierre,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
Maje,maje,FASHION,SMCP,https://catwalks.io/sitemap-maisons.xml | https://www.smcp.com/fr/marques/,HIGH
Make Up For Ever,make-up-for-ever,BEAUTY,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr,HIGH
Mame Kurogouchi,mame-kurogouchi,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
MANE,mane,SUPPLIER,,https://www.mane.com,HIGH
Manhattan Cosmetics,manhattan-cosmetics,BEAUTY,Coty,https://www.coty.com/our-brands/all-brands,HIGH
Manish Malhotra,manish-malhotra,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
Marc Jacobs,marc-jacobs,FASHION,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr,HIGH
Marc Jacobs Fragrances,marc-jacobs-fragrances,BEAUTY,Coty,https://www.coty.com/our-brands/all-brands,HIGH
Marc Orian,marc-orian,JEWELRY_WATCHES,THOM Group,https://thomgroup.com/,HIGH
Marc Rozier,marc-rozier,SUPPLIER,,https://www.marcrozier.com,HIGH
Marella,marella,FASHION,,https://catwalks.io/sitemap-maisons.xml,HIGH
Margaret Howell,margaret-howell,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
Marie Adam-Leenaerdt,marie-adam-leenaerdt,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
Marie Claire,marie-claire,MEDIA_AGENCY,Groupe Marie Claire,https://www.marieclaire.fr/,LOW
Marine Serre,marine-serre,FASHION,,"api:https://prize.cdn.prismic.io/api/v2/documents/search?q=[[at(document.type,""designer_profile"")]] | https://fhcm.paris/fr/maisons?status=1",HIGH
Marionnaud,marionnaud,BEAUTY,A.S. Watson,https://marionnaud.com/,HIGH
Marni Parfums,marni-parfums,BEAUTY,Coty,https://www.coty.com/our-brands/all-brands,HIGH
Marque & Mod,marque-mod,SUPPLIER,,https://www.gff-groupement.fr/les-ateliers-engages/,HIGH
Matières Fécales,matieres-fecales,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
Matrix,matrix,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
MATY,maty,JEWELRY_WATCHES,,https://www.maty.com,HIGH
Mauboussin,mauboussin,JEWELRY_WATCHES,Galeries Lafayette Group,http://www.groupegalerieslafayette.com/brands,HIGH
Maurice Lacroix,maurice-lacroix,JEWELRY_WATCHES,,https://www.mauricelacroix.com,HIGH
Max Factor,max-factor,BEAUTY,Coty,https://www.coty.com/our-brands/all-brands,HIGH
Maybelline New York,maybelline-new-york,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
Medik8,medik8,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
Meilleur Moment,meilleur-moment,BEAUTY,,https://catwalks.io/sitemap-maisons.xml,HIGH
Mellerio,mellerio,JEWELRY_WATCHES,,https://www.comitecolbert.com/member-sitemap.xml,HIGH
Mellerio dits Meller,mellerio-dits-meller,JEWELRY_WATCHES,,https://www.mellerio.fr,HIGH
Mellow Yellow,mellow-yellow,FASHION,Groupe Eram,https://www.groupe-eram.com/marques,HIGH
Melvita,melvita,BEAUTY,L'Occitane Group,https://group.loccitane.com/group/our-brands,HIGH
Meme,meme,BEAUTY,Pierre Fabre,https://www.pierre-fabre.com/fr-fr/notre-entreprise/nos-marques,HIGH
Merci Handy,merci-handy,BEAUTY,,https://www.mercihandy.com/,HIGH
Meryll Rogge,meryll-rogge,FASHION,,https://andam.fr/laureats-andam/,HIGH
Messika,messika,JEWELRY_WATCHES,,https://catwalks.io/sitemap-maisons.xml | https://www.comitecolbert.com/member-sitemap.xml,HIGH
Michael Page France,michael-page-france,RECRUITER,PageGroup,https://www.michaelpage.fr/nos-expertises/distribution-commerce,LOW
Michel Herbelin,michel-herbelin,JEWELRY_WATCHES,,https://www.michelherbelin.com,MEDIUM
Minelli,minelli,FASHION,,https://minelli.fr/,HIGH
Miss Sporty,miss-sporty,BEAUTY,Coty,https://www.coty.com/our-brands/all-brands,HIGH
Miu Miu,miu-miu,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Miu Miu Beauty,miu-miu-beauty,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
Mixa,mixa,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
Mizani,mizani,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
Modem Online,modem-online,MEDIA_AGENCY,,https://www.modemonline.com/,LOW
Molinard,molinard,BEAUTY,,https://molinard.com/,HIGH
Moncler Parfums,moncler-parfums,BEAUTY,Interparfums SA,https://www.interparfums.fr/,HIGH
Monneau Confection,monneau-confection,SUPPLIER,,https://www.gff-groupement.fr/les-ateliers-engages/,HIGH
Montblanc,montblanc,LUXURY,Richemont,https://www.richemont.com/en/home/brands/,HIGH
Montblanc Parfums,montblanc-parfums,BEAUTY,Interparfums SA,https://www.interparfums.fr/,HIGH
Montlimart,montlimart,FASHION,Groupe Eram,https://www.groupe-eram.com/marques,HIGH
Morgan,morgan,FASHION,Groupe Beaumanoir,https://www.groupe-beaumanoir.com/brand-fr-sitemap.xml,HIGH
Moser,moser,LUXURY,,https://www.comitecolbert.com/member-sitemap.xml,HIGH
Mossi,mossi,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
Moynat,moynat,FASHION,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr,HIGH
Mugler,mugler,BEAUTY,L'Oreal,https://fhcm.paris/fr/maisons?status=1 | https://www.loreal.com/en/brands/,HIGH
My Blend,my-blend,BEAUTY,Clarins Group,https://www.groupeclarins.com/brand-sitemap.xml,HIGH
Naf Naf,naf-naf,FASHION,Groupe Beaumanoir,https://www.groupe-beaumanoir.com/naf-naf/,HIGH
NARS,nars,BEAUTY,Shiseido Group,https://corp.shiseido.com/en/brands/,HIGH
Nehera,nehera,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
Niccolò Pasqualetti,niccolo-pasqualetti,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
Niely,niely,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
Nina Ricci,nina-ricci,FASHION,Puig,https://careers.puig.com/love-brands | https://fhcm.paris/fr/maisons?status=1,HIGH
NIOD,niod,BEAUTY,Estee Lauder,https://www.elcompanies.com/en/our-brands,HIGH
NIVEA,nivea,BEAUTY,Beiersdorf,https://www.beiersdorf.com/brands,HIGH
