name,canonical_slug,segment,group,source,confidence
Noir Kei Ninomiya,noir-kei-ninomiya,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
Numero,numero,MEDIA_AGENCY,,https://numero.com/,LOW
Nuxe,nuxe,BEAUTY,,https://www.nuxe.com/,HIGH
NYX Professional Makeup,nyx-professional-makeup,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
Off-White,off-white,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Officine Générale,officine-generale,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Officine Universelle Buly,officine-universelle-buly,BEAUTY,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr | https://catwalks.io/sitemap-maisons.xml,HIGH
Oh My Cream,oh-my-cream,RETAIL,,https://catwalks.io/sitemap-maisons.xml,HIGH
Origins,origins,BEAUTY,Estee Lauder,https://www.elcompanies.com/en/our-brands,HIGH
Oris,oris,JEWELRY_WATCHES,,https://www.oris.ch/fr,HIGH
OROVIVO,orovivo,JEWELRY_WATCHES,THOM Group,https://thomgroup.com/,HIGH
Ottolinger,ottolinger,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
Palladium,palladium,FASHION,,https://palladiumboots.com/,HIGH
Paloma Wool,paloma-wool,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
Panerai,panerai,JEWELRY_WATCHES,Richemont,https://www.richemont.com/en/home/brands/,HIGH
Paraboot,paraboot,FASHION,,https://www.paraboot.com/,HIGH
Parade,parade,FASHION,Groupe Eram,https://www.groupe-eram.com/marques,HIGH
Parfums Caron,parfums-caron,BEAUTY,,https://www.comitecolbert.com/member-sitemap.xml,HIGH
Parfums Chanel,parfums-chanel,BEAUTY,,https://www.comitecolbert.com/member-sitemap.xml,HIGH
Parfums Christian Dior,parfums-christian-dior,BEAUTY,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr | https://www.comitecolbert.com/member-sitemap.xml,HIGH
Parfums Givenchy,parfums-givenchy,BEAUTY,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr | https://www.comitecolbert.com/member-sitemap.xml,HIGH
Parfums Hermès,parfums-hermes,BEAUTY,,https://www.comitecolbert.com/member-sitemap.xml,HIGH
Paris Aéroport,paris-aeroport,RETAIL,,https://catwalks.io/sitemap-maisons.xml,HIGH
Passage du Desir,passage-du-desir,BEAUTY,,https://www.passagedudesir.com/,MEDIUM
Passionata,passionata,FASHION,Groupe Chantelle,https://passionata.com/,MEDIUM
Patek Philippe,patek-philippe,JEWELRY_WATCHES,,https://www.patek.com/fr,HIGH
Patou,patou,FASHION,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr | https://fhcm.paris/fr/maisons?status=1 | https://www.comitecolbert.com/member-sitemap.xml,HIGH
Paul Smith,paul-smith,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Paule Ka,paule-ka,FASHION,,https://www.pauleka.com/,LOW
Payot,payot,BEAUTY,,https://www.payot.com/,HIGH
Peet Dullaert,peet-dullaert,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
Penhaligon's,penhaligon-s,BEAUTY,Puig,https://careers.puig.com/love-brands,HIGH
Perfumes Loewe,perfumes-loewe,BEAUTY,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr,HIGH
Peter Millar,peter-millar,FASHION,Richemont,https://www.richemont.com/en/home/brands/,HIGH
Petit Bateau,petit-bateau,FASHION,,https://www.petit-bateau.fr/,HIGH
Philosophy,philosophy,BEAUTY,Coty,https://www.coty.com/our-brands/all-brands,HIGH
Phipps,phipps,FASHION,,"api:https://prize.cdn.prismic.io/api/v2/documents/search?q=[[at(document.type,""designer_profile"")]]",HIGH
Piaget,piaget,JEWELRY_WATCHES,Richemont,https://www.richemont.com/en/home/brands/,HIGH
Pierre Cardin,pierre-cardin,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Pierre Frey,pierre-frey,SUPPLIER,,https://www.comitecolbert.com/member-sitemap.xml,HIGH
Pierre Hardy,pierre-hardy,FASHION,,https://www.comitecolbert.com/member-sitemap.xml,HIGH
Pimkie,pimkie,FASHION,,https://www.pimkie.fr/,HIGH
Place des Tendances,place-des-tendances,RETAIL,Groupe Printemps,https://www.groupe-printemps.com/enseignes,HIGH
Plateforme Emode,plateforme-emode,SUPPLIER,,https://www.gff-groupement.fr/les-ateliers-engages/,HIGH
Pochet du Courval,pochet-du-courval,SUPPLIER,Groupe Pochet,https://www.pochet-du-courval.com,HIGH
Poiray,poiray,JEWELRY_WATCHES,,https://www.poiray.com,HIGH
Polène,polene,FASHION,,https://catwalks.io/sitemap-maisons.xml | https://www.polene-paris.com/,HIGH
Pomellato,pomellato,JEWELRY_WATCHES,Kering,https://www.kering.com/fr/maisons/,HIGH
PR3,pr3,SUPPLIER,,https://www.gff-groupement.fr/les-ateliers-engages/,HIGH
Prada Beauty,prada-beauty,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
Pressiat,pressiat,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
Printemps,printemps,RETAIL,Groupe Printemps,https://catwalks.io/sitemap-maisons.xml | https://www.groupe-printemps.com/enseignes,HIGH
Prisma Media,prisma-media,MEDIA_AGENCY,Vivendi,https://www.prismamedia.com/,LOW
Promod,promod,FASHION,,https://www.promod.fr/fr-fr/,HIGH
Puiforcat,puiforcat,LUXURY,,https://www.comitecolbert.com/member-sitemap.xml,HIGH
Pulp Riot,pulp-riot,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
Purdey,purdey,LUXURY,Richemont,https://www.richemont.com/en/home/brands/,HIGH
Pureology,pureology,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
Purple Magazine,purple-magazine,MEDIA_AGENCY,,https://purple.fr/,LOW
Qeelin,qeelin,JEWELRY_WATCHES,Kering,https://www.kering.com/fr/maisons/,HIGH
Qualipac,qualipac,SUPPLIER,Groupe Pochet,https://www.qualipac.com,MEDIUM
Quiksilver,quiksilver,FASHION,Groupe Beaumanoir,https://www.groupe-beaumanoir.com/brand-fr-sitemap.xml,HIGH
Rabanne,rabanne,FASHION,Puig,https://careers.puig.com/love-brands | https://fhcm.paris/fr/maisons?status=1,HIGH
Rahul Mishra,rahul-mishra,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
Ralph Lauren Fragrances,ralph-lauren-fragrances,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
Rami Al Ali,rami-al-ali,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
Raymond Weil,raymond-weil,JEWELRY_WATCHES,,https://www.raymond-weil.com/fr,HIGH
Redken,redken,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
Redonner,redonner,SUPPLIER,,https://www.defimode.org/directory-defimode_startups-innovantes/,HIGH
Rene Furterer,rene-furterer,BEAUTY,Pierre Fabre,https://www.pierre-fabre.com/fr-fr/notre-entreprise/nos-marques,HIGH
Repetto,repetto,FASHION,,https://catwalks.io/sitemap-maisons.xml,HIGH
Repossi,repossi,JEWELRY_WATCHES,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr,HIGH
Respire,respire,BEAUTY,,https://respire.co/,HIGH
Rick Owens,rick-owens,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Riedel,riedel,LUXURY,,https://www.comitecolbert.com/member-sitemap.xml,HIGH
Rier,rier,FASHION,,"api:https://prize.cdn.prismic.io/api/v2/documents/search?q=[[at(document.type,""designer_profile"")]]",HIGH
Rimmel,rimmel,BEAUTY,Coty,https://www.coty.com/our-brands/all-brands,HIGH
Rimowa,rimowa,FASHION,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr,HIGH
Robert Haviland & C. Parlon,robert-haviland-c-parlon,LUXURY,,https://www.comitecolbert.com/member-sitemap.xml,HIGH
Robert Wun,robert-wun,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
Robertet,robertet,SUPPLIER,,https://www.robertet.com,HIGH
Rochas,rochas,FASHION,,https://fhcm.paris/fr/maisons?status=1 | https://www.comitecolbert.com/member-sitemap.xml,HIGH
Rochas Parfums,rochas-parfums,BEAUTY,Interparfums SA,https://www.interparfums.fr/,HIGH
Roger Dubuis,roger-dubuis,JEWELRY_WATCHES,Richemont,https://www.richemont.com/en/home/brands/,HIGH
Roger & Gallet,roger-gallet,BEAUTY,,https://www.roger-gallet.com/,HIGH
Rokh,rokh,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Rondini,rondini,FASHION,,https://www.rondini.fr/fr/,LOW
Rossimoda,rossimoda,FASHION,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr,HIGH
Rouje,rouje,FASHION,,https://www.rouje.com/,HIGH
Roxy,roxy,FASHION,Groupe Beaumanoir,https://www.groupe-beaumanoir.com/brand-fr-sitemap.xml,HIGH
Royal Quartz Paris,royal-quartz-paris,JEWELRY_WATCHES,Galeries Lafayette Group,http://www.groupegalerieslafayette.com/brands,HIGH
Ruohan,ruohan,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
RVCA,rvca,FASHION,Groupe Beaumanoir,https://www.groupe-beaumanoir.com/brand-fr-sitemap.xml,HIGH
RVDK Ronald van der Kemp,rvdk-ronald-van-der-kemp,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
S.T. Dupont,s-t-dupont,LUXURY,,https://www.comitecolbert.com/member-sitemap.xml,HIGH
Sabon,sabon,BEAUTY,Groupe Rocher,https://catwalks.io/sitemap-maisons.xml | https://www.groupe-rocher.com/marques,HIGH
sacai,sacai,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Saint James,saint-james,FASHION,,https://fr.saint-james.com/,HIGH
Saint Laurent,saint-laurent,FASHION,Kering,https://catwalks.io/sitemap-maisons.xml | https://fhcm.paris/fr/maisons?status=1 | https://www.comitecolbert.com/member-sitemap.xml | https://www.kering.com/fr/maisons/,HIGH
Saint-Louis,saint-louis,LUXURY,,https://www.comitecolbert.com/member-sitemap.xml,HIGH
Sally Hansen,sally-hansen,BEAUTY,Coty,https://www.coty.com/our-brands/all-brands,HIGH
Sandro,sandro,FASHION,SMCP,https://catwalks.io/sitemap-maisons.xml | https://www.smcp.com/fr/marques/,HIGH
Sarahlevy,sarahlevy,FASHION,,https://andam.fr/laureats-andam/,HIGH
Sarenza,sarenza,RETAIL,Groupe Beaumanoir,https://www.groupe-beaumanoir.com/brand-fr-sitemap.xml,HIGH
SBC,sbc,SUPPLIER,,https://www.gff-groupement.fr/les-ateliers-engages/,HIGH
Schiaparelli,schiaparelli,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Scooter,scooter,JEWELRY_WATCHES,THOM Group,https://thomgroup.com/,HIGH
SCT,sct,SUPPLIER,,https://www.gff-groupement.fr/les-ateliers-engages/,HIGH
Seiko,seiko,JEWELRY_WATCHES,Seiko Group,https://www.seiko.fr,HIGH
Sephora,sephora,RETAIL,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr | https://catwalks.io/sitemap-maisons.xml,HIGH
Serapian,serapian,FASHION,Richemont,https://www.richemont.com/en/home/brands/,HIGH
Sergent Major,sergent-major,FASHION,,https://www.sergent-major.com/,HIGH
Serica,serica,JEWELRY_WATCHES,,https://www.serica-watches.com,HIGH
Sessile,sessile,FASHION,Groupe Eram,https://www.groupe-eram.com/marques,HIGH
Sessun,sessun,FASHION,,https://en.sessun.com/,LOW
Sézane,sezane,FASHION,,https://catwalks.io/sitemap-maisons.xml,HIGH
Shiatzy Chen,shiatzy-chen,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Shiseido,shiseido,BEAUTY,Shiseido Group,https://corp.shiseido.com/en/brands/,HIGH
Showroomprive,showroomprive,RETAIL,,https://www.showroomprive.com/,HIGH
Shu Uemura,shu-uemura,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
Shu Uemura Art of Hair,shu-uemura-art-of-hair,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
Simone Perele,simone-perele,FASHION,,https://simone-perele.com/,HIGH
Sisley Paris,sisley-paris,BEAUTY,,https://catwalks.io/sitemap-maisons.xml | https://www.sisley-paris.com/fr-FR/,HIGH
Situationist,situationist,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
SkinBetter Science,skinbetter-science,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
SkinCeuticals,skinceuticals,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
Smashbox,smashbox,BEAUTY,Estee Lauder,https://www.elcompanies.com/en/our-brands,HIGH
SNIPES,snipes,RETAIL,,https://www.snipes.com/,HIGH
So France Is Co,so-france-is-co,SUPPLIER,,https://www.gff-groupement.fr/les-ateliers-engages/,HIGH
Soeur,soeur,FASHION,,https://www.soeur.fr/,LOW
Sol de Janeiro,sol-de-janeiro,BEAUTY,L'Occitane Group,https://group.loccitane.com/group/our-brands,HIGH
Solferino,solferino,BEAUTY,Interparfums SA,https://www.interparfums.fr/,HIGH
Solstiss,solstiss,SUPPLIER,,https://www.solstiss.com,MEDIUM
Sophie Hallette,sophie-hallette,SUPPLIER,,https://www.sophiehallette.com,HIGH
Spartoo,spartoo,RETAIL,,https://www.spartoo.com/,HIGH
Stella McCartney,stella-mccartney,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Stéphane Rolland,stephane-rolland,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Stroili,stroili,JEWELRY_WATCHES,THOM Group,https://thomgroup.com/,HIGH
Symrise,symrise,SUPPLIER,,https://www.symrise.com,HIGH
System Magazine,system-magazine,MEDIA_AGENCY,,https://system-magazine.com/,LOW
TAG Heuer,tag-heuer,JEWELRY_WATCHES,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr,HIGH
Takami,takami,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
Tannerie Remy Carriat,tannerie-remy-carriat,SUPPLIER,,https://www.remycarriat.com,HIGH
Tanneries Haas,tanneries-haas,SUPPLIER,,https://www.tanneries-haas.com,HIGH
Tara Jarmon,tara-jarmon,FASHION,,https://www.tarajarmon.com/,LOW
TBS,tbs,FASHION,Groupe Eram,https://www.groupe-eram.com/marques,HIGH
Textile du Maine,textile-du-maine,SUPPLIER,,https://www.gff-groupement.fr/les-ateliers-engages/,HIGH
Thalgo,thalgo,BEAUTY,,https://www.thalgo.fr/,HIGH
Thayers,thayers,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
The Kooples,the-kooples,FASHION,,https://www.thekooples.com/fr/fr/,HIGH
The Ordinary,the-ordinary,BEAUTY,Estee Lauder,https://www.elcompanies.com/en/our-brands,HIGH
The Row,the-row,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Thélios,thelios,FASHION,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr,HIGH
Thom Browne,thom-browne,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
THOM Group,thom-group,JEWELRY_WATCHES,,https://thomgroup.com/,HIGH
Tiffany & Co.,tiffany-co,JEWELRY_WATCHES,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr,HIGH
TimeVallée,timevallee,RETAIL,Richemont,https://www.richemont.com/en/home/brands/,HIGH
Tissot,tissot,JEWELRY_WATCHES,Swatch Group,https://www.tissotwatches.com/fr-fr/,HIGH
TOM FORD,tom-ford,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
TOM FORD Beauty,tom-ford-beauty,BEAUTY,Estee Lauder,https://www.elcompanies.com/en/our-brands,HIGH
Too Faced,too-faced,BEAUTY,Estee Lauder,https://www.elcompanies.com/en/our-brands,HIGH
Totem Fashion,totem-fashion,MEDIA_AGENCY,,https://www.totemfashion.com/,LOW
Tresor,tresor,JEWELRY_WATCHES,THOM Group,https://thomgroup.com/,HIGH
Typology,typology,BEAUTY,,https://catwalks.io/sitemap-maisons.xml | https://www.typology.com/,HIGH
Ujoh,ujoh,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
Ulysse Nardin,ulysse-nardin,JEWELRY_WATCHES,,https://www.ulysse-nardin.com/fr-fr,HIGH
Uma Wang,uma-wang,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Undercover,undercover,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Undiz,undiz,FASHION,Groupe Etam,https://www.undiz.com/,HIGH
Ungaro,ungaro,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
Urban Decay,urban-decay,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
Uriage,uriage,BEAUTY,Puig,https://careers.puig.com/love-brands,HIGH
Vacheron Constantin,vacheron-constantin,JEWELRY_WATCHES,Richemont,https://www.richemont.com/en/home/brands/,HIGH
Vaillant,vaillant,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
Valentino,valentino,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Valentino Beauty,valentino-beauty,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
Van Cleef & Arpels,van-cleef-arpels,JEWELRY_WATCHES,Richemont,https://www.comitecolbert.com/member-sitemap.xml | https://www.richemont.com/en/home/brands/,HIGH
Vanessa Bruno,vanessa-bruno,FASHION,,https://www.vanessabruno.com/,HIGH
Vanity Fair France,vanity-fair-france,MEDIA_AGENCY,Conde Nast,https://www.vanityfair.fr/,LOW
Vaquera,vaquera,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
Veepee,veepee,RETAIL,,https://www.veepee.fr/gr/home/default,HIGH
Vera Wang Parfums,vera-wang-parfums,BEAUTY,Coty,https://www.coty.com/our-brands/all-brands,HIGH
Verescence,verescence,SUPPLIER,,https://www.verescence.com,HIGH
Véronique Leroy,veronique-leroy,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Versace,versace,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Vetements,vetements,FASHION,,"api:https://prize.cdn.prismic.io/api/v2/documents/search?q=[[at(document.type,""designer_profile"")]]",HIGH
Vhernier,vhernier,JEWELRY_WATCHES,Richemont,https://www.richemont.com/en/home/brands/,HIGH
Vib's,vib-s,FASHION,Groupe Beaumanoir,https://www.groupe-beaumanoir.com/brand-fr-sitemap.xml,HIGH
Vichy,vichy,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
Victoria Beckham,victoria-beckham,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Viktor&Rolf,viktor-rolf,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Viktor&Rolf Fragrances,viktor-rolf-fragrances,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
Vivienne Westwood,vivienne-westwood,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Vogue France,vogue-france,MEDIA_AGENCY,Conde Nast,https://www.vogue.fr/,LOW
Vogue (haircare),vogue-haircare,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
Wales Bonner,wales-bonner,FASHION,,https://walesbonner.com/,LOW
Wanda Nylon,wanda-nylon,FASHION,,"api:https://prize.cdn.prismic.io/api/v2/documents/search?q=[[at(document.type,""designer_profile"")]]",HIGH
Watchfinder & Co.,watchfinder-co,RETAIL,Richemont,https://www.richemont.com/en/home/brands/,HIGH
Weinsanto,weinsanto,FASHION,,"api:https://prize.cdn.prismic.io/api/v2/documents/search?q=[[at(document.type,""designer_profile"")]] | https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons",HIGH
Wooyoungmi,wooyoungmi,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
WWD,wwd,MEDIA_AGENCY,Penske Media,https://wwd.com/,LOW
Xuly Bët,xuly-bet,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
Y/Project,y-project,FASHION,,"api:https://prize.cdn.prismic.io/api/v2/documents/search?q=[[at(document.type,""designer_profile"")]]",HIGH
YEMA,yema,JEWELRY_WATCHES,,https://www.yema.com,HIGH
Yohji Yamamoto,yohji-yamamoto,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Youth To The People,youth-to-the-people,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
Yue Sai,yue-sai,BEAUTY,L'Oreal,https://www.loreal.com/en/brands/,HIGH
Yuima Nakazato,yuima-nakazato,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
Yves Delorme,yves-delorme,LUXURY,,https://www.comitecolbert.com/member-sitemap.xml,HIGH
Yves Rocher,yves-rocher,BEAUTY,Groupe Rocher,https://www.groupe-rocher.com/marques,HIGH
Yves Saint Laurent Beauté,yves-saint-laurent-beaute,BEAUTY,L'Oreal,https://www.comitecolbert.com/member-sitemap.xml | https://www.loreal.com/en/brands/,HIGH
Zadig & Voltaire,zadig-voltaire,FASHION,,https://zadig-et-voltaire.com/,HIGH
Zenith,zenith,JEWELRY_WATCHES,LVMH,api:https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr,HIGH
Zimmermann,zimmermann,FASHION,,https://fhcm.paris/fr/maisons?status=1,HIGH
Zolotas,zolotas,JEWELRY_WATCHES,,https://www.comitecolbert.com/member-sitemap.xml,HIGH
Zomer,zomer,FASHION,,"api:https://prize.cdn.prismic.io/api/v2/documents/search?q=[[at(document.type,""designer_profile"")]]",HIGH
Zuhair Murad,zuhair-murad,FASHION,,https://fhcm.paris/fr/paris-fashion-week/maisons | https://fhcm.paris/fr/haute-couture-week/maisons | https://fhcm.paris/fr/haute-joaillerie/maisons,HIGH
Puig,puig,BEAUTY,Puig,https://jobs.puig.com/,HIGH
